url,records,status,served,detail
https://web.archive.org/web/20260805141457/https://www.canva.com/pricing/,pass1/canva,ok,20260805141457,
https://web.archive.org/web/20260805193918/https://ismybrandinai.com/,pass1/ismybrandinai,ok,20260805193918,
https://web.archive.org/web/20260805194008/https://ismybrandinai.com/tools/ai-bot-checker,pass1/ismybrandinai,ok,20260805194008,
https://web.archive.org/web/20260805194153/https://ismybrandinai.com/about,pass1/ismybrandinai,ok,20260805194153,
https://web.archive.org/web/20260805194215/https://ismybrandinai.com/methodology,pass1/ismybrandinai,ok,20260805194215,
https://web.archive.org/web/20260806073303/https://elevenlabs.io/docs/help-center/account/cancellation-refunds/how-do-i-cancel-my-subscription,pass1/elevenlabs; adjudicated/elevenlabs,ok,20260806073303,
https://web.archive.org/web/20260806073342/https://elevenlabs.io/docs/help-center/legal/can-i-publish-the-content-i-generate-on-the-platform,pass1/elevenlabs,ok,20260806073342,
https://web.archive.org/web/20260806073402/https://elevenlabs.io/docs/help-center/product/content-production/studio/does-it-cost-credits-to-regenerate-in-studio,pass1/elevenlabs,ok,20260806073402,
https://web.archive.org/web/20260806073816/https://elevenlabs.io/docs/help-center/account/cancellation-refunds/what-is-your-refund-policy,pass1/elevenlabs; adjudicated/elevenlabs,ok,20260806073816,
https://web.archive.org/web/20260806074035/https://www.aragon.ai/terms,pass1/aragon-ai,ok,20260806074035,
https://web.archive.org/web/20260806074059/https://www.aragon.ai/support,pass1/aragon-ai,ok,20260806074059,
https://web.archive.org/web/20260806074118/https://www.aragon.ai/free-headshot-generator,pass1/aragon-ai,redirect,20260814173201,found capture at 20260814173201
https://web.archive.org/web/20260806074223/https://www.aragon.ai/headshots-for-teams,pass1/aragon-ai; adjudicated/aragon-ai,ok,20260806074223,
https://web.archive.org/web/20260806074250/https://www.aragon.ai/,pass1/aragon-ai; adjudicated/aragon-ai,ok,20260806074250,
https://web.archive.org/web/20260806082017/https://10web.io/pricing-platform/,pass1/10web; adjudicated/10web,ok,20260806082017,
https://web.archive.org/web/20260806083719/https://10web.io/legal/terms-of-service/,pass1/10web; adjudicated/10web,ok,20260806083719,
https://web.archive.org/web/20260806083744/https://10web.io/legal/prohibited-use-policy-pup/,pass1/10web; adjudicated/10web,ok,20260806083744,
https://web.archive.org/web/20260806083806/https://10web.io/coupons/,pass1/10web; adjudicated/10web,ok,20260806083806,
https://web.archive.org/web/20260806083850/https://10web.io/,pass1/10web; adjudicated/10web,ok,20260806083850,
https://web.archive.org/web/20260806093834/https://www.canva.com/help/ai-pass/,pass1/canva,ok,20260806093834,
https://web.archive.org/web/20260806100846/https://www.canva.com/policies/terms-of-use/,pass1/canva,ok,20260806100846,
https://web.archive.org/web/20260806101044/https://faceless.so/,pass1/faceless-so,ok,20260806101044,
https://web.archive.org/web/20260806101148/https://faceless.so/pricing,pass1/faceless-so,ok,20260806101148,
https://web.archive.org/web/20260806101418/https://faceless.so/terms,pass1/faceless-so,ok,20260806101418,
https://web.archive.org/web/20260806101856/https://faceless.so/developers/docs/series,pass1/faceless-so,ok,20260806101856,
https://web.archive.org/web/20260806101915/https://faceless.so/developers/docs/errors-and-rate-limits,pass1/faceless-so,ok,20260806101915,
https://web.archive.org/web/20260806102011/https://faceless.so/developers/docs/getting-started,pass1/faceless-so,ok,20260806102011,
https://web.archive.org/web/20260806102030/https://faceless.so/developers,pass1/faceless-so,ok,20260806102030,
https://web.archive.org/web/20260806102128/https://faceless.so/warmed-accounts,pass1/faceless-so,ok,20260806102128,
https://web.archive.org/web/20260806102227/https://faceless.so/_next/static/chunks/43c08182ba11fb82.js,pass1/faceless-so,ok_nearest,20260805195137,"archive.org resolved to its nearest capture, 14.5h away — same day, normal service behaviour"
https://web.archive.org/web/20260806102305/https://faceless.so/_next/static/chunks/584c5016af948b8b.js,pass1/faceless-so,ok_nearest,20260805195149,"archive.org resolved to its nearest capture, 14.5h away — same day, normal service behaviour"
https://web.archive.org/web/20260806111951/https://www.adobe.com/express/pricing,pass1/adobe-express; pass1/adobe-firefly; adjudicated/adobe-firefly,ok,20260806111951,
https://web.archive.org/web/20260806112138/https://www.adobe.com/products/firefly/plans.html,pass1/adobe-firefly; adjudicated/adobe-firefly,ok,20260806112138,
https://web.archive.org/web/20260806112851/https://www.adobe.com/legal/subscription-terms.html,pass1/adobe-express; pass1/adobe-firefly,ok,20260806112851,
https://web.archive.org/web/20260806113534/https://helpx.adobe.com/creative-cloud/apps/generative-ai/generative-credits-faq.html,pass1/adobe-express; pass1/adobe-firefly,ok,20260806113534,
https://web.archive.org/web/20260806120414/https://www.adobe.com/legal/terms.html,pass1/adobe-express; pass1/adobe-firefly; adjudicated/adobe-firefly,ok,20260806120414,
https://web.archive.org/web/20260806120439/https://helpx.adobe.com/express/web/adobe-express-subscription/free.html,pass1/adobe-express,ok,20260806120439,
https://web.archive.org/web/20260806121117/https://www.adobe.com/products/firefly.html,pass1/adobe-firefly,ok,20260806121117,
https://web.archive.org/web/20260806121207/https://helpx.adobe.com/account/individual/terms-policies-and-regulations/adobe-subscription-terms.html,pass1/adobe-firefly; adjudicated/adobe-firefly,ok,20260806121207,
https://web.archive.org/web/20260806121228/https://helpx.adobe.com/account/individual/subscriptions-and-plans/renewals-and-cancellations/cancel-adobe-subscription.html,pass1/adobe-firefly; adjudicated/adobe-firefly,ok,20260806121228,
https://web.archive.org/web/20260806121407/https://wwwimages2.adobe.com/content/dam/cc/en/legal/servicetou/adobe-generative-ai-product-specific-terms-en-us-20250617.pdf,pass1/adobe-firefly,ok,20260806121407,
https://web.archive.org/web/20260806131957/https://support.squarespace.com/hc/en-us/articles/16282290976013-Using-Squarespace-AI,pass1/squarespace,ok,20260806131957,
https://web.archive.org/web/20260806132059/https://www.aiva.ai/,pass1/aiva; adjudicated/aiva,ok,20260806132059,
https://web.archive.org/web/20260806132231/https://www.aiva.ai/legal/1,pass1/aiva; adjudicated/aiva,ok,20260806132231,
https://web.archive.org/web/20260806132300/https://aiva.crisp.help/en/article/i-dont-understand-the-terms-of-license-1wqvh5v/,pass1/aiva; adjudicated/aiva,ok,20260806132300,
https://web.archive.org/web/20260806132352/https://aiva.crisp.help/en/article/how-can-i-downgradecancel-my-subscription-1crq9uf/,pass1/aiva,ok,20260806132352,
https://web.archive.org/web/20260806132414/https://aiva.crisp.help/en/article/what-happens-to-the-copyright-of-my-compositions-if-i-upgrade-downgrade-cancel-my-subscription-13kslh1/,pass1/aiva; adjudicated/aiva,ok,20260806132414,
https://web.archive.org/web/20260806132756/https://aiclicks.io/pricing,pass1/aiclicks,ok,20260806132756,
https://web.archive.org/web/20260806132925/https://aiclicks.io/,pass1/aiclicks,ok,20260806132925,
https://web.archive.org/web/20260806132944/https://aiclicks.io/terms-and-conditions,pass1/aiclicks,ok,20260806132944,
https://web.archive.org/web/20260806133144/https://docs.aiclicks.io/content-agent,pass1/aiclicks,ok,20260806133144,
https://web.archive.org/web/20260806133203/https://docs.aiclicks.io/prompts-overview,pass1/aiclicks,ok,20260806133203,
https://web.archive.org/web/20260806133222/https://docs.aiclicks.io/create-prompts,pass1/aiclicks,ok,20260806133222,
https://web.archive.org/web/20260806133243/https://docs.aiclicks.io/,pass1/aiclicks,ok,20260806133243,
https://web.archive.org/web/20260806133306/https://docs.aiclicks.io/help-center,pass1/aiclicks,ok,20260806133306,
https://web.archive.org/web/20260806133444/https://www.loom.com/share/e1c13d1239294424862883ee6f3df33f,pass1/aiclicks,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260806192139/https://apify.com/taroyamada/robotstxt-ai-checker,pass1/apify-robots-checker,ok,20260806192139,
https://web.archive.org/web/20260806192207/https://apify.com/taroyamada/robotstxt-ai-checker/pricing,pass1/apify-robots-checker,ok,20260806192207,
https://web.archive.org/web/20260806192655/https://apify.com/pricing,pass1/apify-robots-checker,ok,20260806192655,
https://web.archive.org/web/20260806193448/https://docs.apify.com/legal/general-terms-and-conditions,pass1/apify-robots-checker,ok,20260806193448,
https://web.archive.org/web/20260806194201/https://docs.apify.com/legal/acceptable-use-policy,pass1/apify-robots-checker,ok,20260806194201,
https://web.archive.org/web/20260806194233/https://www.findanomaly.ai/pricing,pass1/anomaly-ai; adjudicated/anomaly-ai,ok,20260806194233,
https://web.archive.org/web/20260806194352/https://www.findanomaly.ai/terms,pass1/anomaly-ai,ok,20260806194352,
https://web.archive.org/web/20260806194425/https://www.findanomaly.ai/pricing,adjudicated/anomaly-ai,ok,20260806194425,
https://web.archive.org/web/20260806194723/https://www.findanomaly.ai/capabilities,pass1/anomaly-ai; adjudicated/anomaly-ai,ok,20260806194723,
https://web.archive.org/web/20260806194854/https://www.findanomaly.ai/ai-data-analysis-code-first-philosophy,pass1/anomaly-ai; adjudicated/anomaly-ai,ok,20260806194854,
https://web.archive.org/web/20260806194935/https://www.findanomaly.ai/solutions,pass1/anomaly-ai; adjudicated/anomaly-ai,ok,20260806194935,
https://web.archive.org/web/20260806195917/https://help.apify.com/en/articles/10717922-resolving-actor-compensations,pass1/apify-robots-checker,ok,20260806195917,
https://web.archive.org/web/20260806195937/https://docs.apify.com/actors/publishing/monetize/pay-per-event,pass1/apify-robots-checker,ok,20260806195937,
https://web.archive.org/web/20260806200005/https://docs.apify.com/legal,pass1/apify-robots-checker,redirect,20260729182104,found capture at 20260729182104
https://web.archive.org/web/20260806230946/https://autoshorts.ai/,pass1/autoshorts-ai,ok,20260806230946,
https://web.archive.org/web/20260806231303/https://autoshorts.ai/terms,pass1/autoshorts-ai,ok,20260806231303,
https://web.archive.org/web/20260806231404/https://autoshorts.ai/privacy,pass1/autoshorts-ai; adjudicated/autoshorts-ai,ok,20260806231404,
https://web.archive.org/web/20260806235127/https://www.beautiful.ai/pricing,pass1/beautiful-ai; adjudicated/beautiful-ai,ok,20260806235127,
https://web.archive.org/web/20260806235421/https://www.beautiful.ai/terms-of-service,pass1/beautiful-ai; adjudicated/beautiful-ai,ok,20260806235421,
https://web.archive.org/web/20260807003621/https://www.brandcited.ai/pricing,pass1/brandcited,ok,20260807003621,
https://web.archive.org/web/20260807003729/https://www.brandcited.ai/terms,pass1/brandcited,ok,20260807003729,
https://web.archive.org/web/20260807013934/https://www.colossyan.com/pricing/,pass1/colossyan; adjudicated/colossyan,ok,20260807013934,
https://web.archive.org/web/20260807013957/https://www.colossyan.com/terms/,pass1/colossyan; adjudicated/colossyan,ok,20260807013957,
https://web.archive.org/web/20260807014017/https://www.colossyan.com/acceptable-use/,pass1/colossyan; adjudicated/colossyan,ok,20260807014017,
https://web.archive.org/web/20260807015006/https://copyleaks.com/termsofuse,pass1/copyleaks,ok,20260807015006,
https://web.archive.org/web/20260807024314/https://www.d-id.com/pricing/studio/,pass1/d-id,ok,20260807024314,
https://web.archive.org/web/20260807034633/https://www.decktopus.com/terms,pass1/decktopus,ok,20260807034633,
https://web.archive.org/web/20260807034852/https://help.decktopus.com/en/articles/56-can-i-use-decktopus-without-a-subscription,pass1/decktopus,ok,20260807034852,
https://web.archive.org/web/20260807035154/https://help.decktopus.com/en/articles/66-does-my-pro-subscription-renew-automatically-each-month,pass1/decktopus,ok,20260807035154,
https://web.archive.org/web/20260807035214/https://help.decktopus.com/en/articles/70-does-my-business-subscription-renew-automatically-each-month,pass1/decktopus,ok,20260807035214,
https://web.archive.org/web/20260807035234/https://help.decktopus.com/en/articles/2-decktopus-ai-refund-policy,pass1/decktopus,ok,20260807035234,
https://web.archive.org/web/20260807035254/https://help.decktopus.com/en/articles/5-how-decktopus-ai-credits-work,pass1/decktopus,ok,20260807035254,
https://web.archive.org/web/20260807035314/https://help.decktopus.com/en/articles/1-decktopus-ai-pro-vs-business-plan-what-s-the-difference,pass1/decktopus,ok,20260807035314,
https://web.archive.org/web/20260807045552/https://www.fotor.com/pricing/,pass1/fotor,ok,20260807045552,
https://web.archive.org/web/20260807045614/https://www.fotor.com/termsofservice,pass1/fotor,ok,20260807045614,
https://web.archive.org/web/20260807050212/https://www.framer.com/pricing,pass1/framer,ok,20260807050212,
https://web.archive.org/web/20260807050414/https://www.godaddy.com/airo/ai-builder,pass1/godaddy,ok,20260807050414,
https://web.archive.org/web/20260807061831/https://www.framer.com/legal/terms-of-service,pass1/framer,ok,20260807061831,
https://web.archive.org/web/20260807062001/https://www.framer.com/legal/acceptable-use-policy,pass1/framer,ok,20260807062001,
https://web.archive.org/web/20260807062224/https://www.framer.com/help/account/,pass1/framer,ok,20260807062224,
https://web.archive.org/web/20260807062458/https://www.framer.com/help/articles/refund-policy/,pass1/framer,ok,20260807062458,
https://web.archive.org/web/20260807062602/https://www.rezi.ai/legal,pass1/rezi,ok,20260807062602,
https://web.archive.org/web/20260807062609/https://www.rezi.ai/pricing,pass1/rezi,ok,20260807062609,
https://web.archive.org/web/20260807062642/https://www.framer.com/help/articles/cancel-your-framer-plan/,pass1/framer,ok,20260807062642,
https://web.archive.org/web/20260807062831/https://www.framer.com/help/articles/subscriptions-and-charges/,pass1/framer,ok,20260807062831,
https://web.archive.org/web/20260807063332/https://www.framer.com/help/articles/how-ai-credits-and-agents-pricing-work/,pass1/framer,ok,20260807063332,
https://web.archive.org/web/20260807063754/https://www.framer.com/enterprise/,pass1/framer,ok,20260807063754,
https://web.archive.org/web/20260807064005/https://www.framer.com/help/articles/best-use-cases-for-each-framer-plan/,pass1/framer,ok,20260807064005,
https://web.archive.org/web/20260807064403/https://www.framer.com/help/articles/site-plans-explained/,pass1/framer,ok,20260807064403,
https://web.archive.org/web/20260807070007/https://www.magnific.com/pricing,pass1/freepik,ok,20260807070007,
https://web.archive.org/web/20260807072126/https://www.magnific.com/legal/terms-of-use,pass1/freepik,ok,20260807072126,
https://web.archive.org/web/20260807073928/https://www.magnific.com/ai/docs/subscriptions-and-refunds,pass1/freepik,ok,20260807073928,
https://web.archive.org/web/20260807073948/https://www.magnific.com/ai/docs/plans-and-pricing,pass1/freepik,ok,20260807073948,
https://web.archive.org/web/20260807074008/https://www.magnific.com/ai/image-generator,pass1/freepik,ok,20260807074008,
https://web.archive.org/web/20260807074039/https://www.magnific.com/pricing,pass1/freepik,ok_nearest,20260807070007,"archive.org resolved to its nearest capture, 0.7h away — same day, normal service behaviour"
https://web.archive.org/web/20260807082602/https://www.heygen.com/pricing,pass1/heygen,ok,20260807082602,
https://web.archive.org/web/20260807084322/https://www.heygen.com/terms,pass1/heygen,ok,20260807084322,
https://web.archive.org/web/20260807084356/https://help.heygen.com/en/articles/8304807-refund-process-and-policy,pass1/heygen,ok,20260807084356,
https://web.archive.org/web/20260807084610/https://www.godaddy.com/legal/agreements/refund-policy,pass1/godaddy,ok,20260807084610,
https://web.archive.org/web/20260807084611/https://help.heygen.com/en/articles/15126059-how-to-use-credits-on-heygen,pass1/heygen,ok,20260807084611,
https://web.archive.org/web/20260807084648/https://help.heygen.com/en/articles/9999710-billing-payments-invoice,pass1/heygen,ok,20260807084648,
https://web.archive.org/web/20260807084742/https://www.godaddy.com/legal/agreements/universal-terms-of-service-agreement,pass1/godaddy,ok,20260807084742,
https://web.archive.org/web/20260807084920/https://www.godaddy.com/legal/agreements/ai-terms-of-use,pass1/godaddy,ok,20260807084920,
https://web.archive.org/web/20260807085043/https://www.godaddy.com/help/airo-ai-builder-credits-faq-42828,pass1/godaddy,ok,20260807085043,
https://web.archive.org/web/20260807090724/https://developers.heygen.com/docs/pricing,pass1/heygen,ok,20260807090724,
https://web.archive.org/web/20260807090835/https://www.godaddy.com/pricing,pass1/godaddy,ok,20260807090835,
https://web.archive.org/web/20260807091137/https://www.godaddy.com/websites/ai-website-builder,pass1/godaddy,ok_nearest,20260807083730,"archive.org resolved to its nearest capture, 0.6h away — same day, normal service behaviour"
https://web.archive.org/web/20260807100513/https://one.google.com/intl/en_us/about/google-ai-plans/,pass1/google-veo,ok,20260807100513,
https://web.archive.org/web/20260807100850/https://one.google.com/terms-of-service,pass1/google-veo; adjudicated/google-veo,ok,20260807100850,
https://web.archive.org/web/20260807100908/https://gptzero.me/terms-of-use.html,pass1/gptzero,ok,20260807100908,
https://web.archive.org/web/20260807100944/https://support.google.com/googleone/answer/2736362?hl=en,pass1/google-veo; adjudicated/google-veo,ok,20260807100944,
https://web.archive.org/web/20260807101022/https://policies.google.com/terms?hl=en-US,pass1/google-veo; adjudicated/google-veo,ok,20260807101022,
https://web.archive.org/web/20260807101309/https://support.google.com/gemini/answer/16625148?hl=en,pass1/google-veo,ok,20260807101309,
https://web.archive.org/web/20260807101337/https://policies.google.com/terms/generative-ai/use-policy,pass1/google-veo,ok,20260807101337,
https://web.archive.org/web/20260807101438/https://support.google.com/flow/answer/16353333?hl=en,pass1/google-veo; adjudicated/google-veo,ok,20260807101438,
https://web.archive.org/web/20260807101506/https://support.google.com/flow/answer/16526234?hl=en,pass1/google-veo; adjudicated/google-veo,ok,20260807101506,
https://web.archive.org/web/20260807101616/https://support.google.com/googleone/answer/16476811?hl=en,pass1/google-veo,ok,20260807101616,
https://web.archive.org/web/20260807101648/https://support.google.com/googleone/answer/16548195?hl=en,pass1/google-veo,ok,20260807101648,
https://web.archive.org/web/20260807114246/https://hailuoai.video/subscribe,pass1/hailuo-ai,ok,20260807114246,
https://web.archive.org/web/20260807114956/https://hailuoai.video/doc/payment-policy.html,pass1/hailuo-ai,ok,20260807114956,
https://web.archive.org/web/20260807115045/https://www.hostinger.com/horizons,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115124/https://www.hostinger.com/horizons/pricing,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115139/https://hailuoai.video/doc/terms-of-service.html,pass1/hailuo-ai,ok,20260807115139,
https://web.archive.org/web/20260807115148/https://www.hostinger.com/support/11136677-hostinger-horizons-pricing/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115216/https://www.hostinger.com/support/11131062-hostinger-horizons-how-to-try-it-for-free/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115447/https://www.hostinger.com/support/11013823-hostinger-horizons-refund-policy/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115523/https://www.hostinger.com/support/10683662-hostinger-horizons-subscription-management/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115554/https://www.hostinger.com/support/hostinger-horizons-understanding-dynamic-credits/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115624/https://www.hostinger.com/legal/special-terms,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115718/https://www.hostinger.com/legal/universal-terms-of-service-agreement,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115748/https://www.hostinger.com/legal/refund-policy,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115817/https://www.hostinger.com/support/hostinger-horizons-hosting-requirements/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260807115848/https://www.hostinger.com/support/10506149-hostinger-horizons-how-to-publish-your-app/,pass1/hostinger,excluded,,"HTTP 403 — archive refuses this host, capture not readable (re-labelled 2026-08-17, D-069; verdict derived from this row's own recorded status code, not from a new request)"
https://web.archive.org/web/20260808170642/https://pixlr.com/terms-of-use/,pass1/pixlr,ok,20260808170642,
https://web.archive.org/web/20260809141302/https://support.gptzero.me/articles/7371584464-what-is-the-rate-limit,pass1/gptzero,ok,20260809141302,
https://web.archive.org/web/20260809141320/https://support.gptzero.me/articles/1272562776-what-is-the-difference-between-the-free-and-paid-for-plans,pass1/gptzero,ok,20260809141320,
https://web.archive.org/web/20260809141439/https://support.gptzero.me/articles/9627530992-do-i-retain-ownership-of-the-work-after-passing-it-through-gptzero,pass1/gptzero,ok,20260809141439,
https://web.archive.org/web/20260809141538/https://support.gptzero.me/articles/7102773231-what-happens-if-i-go-over-the-number-of-words-limit-of-my-plan,pass1/gptzero,ok,20260809141538,
https://web.archive.org/web/20260809145438/https://humanizemy.ai/refund-policy,pass1/humanizemy-ai-detector; pass1/humanizemy,ok,20260809145438,
https://web.archive.org/web/20260809150451/https://pixlr.com/editor/,pass1/pixlr,ok,20260809150451,
https://web.archive.org/web/20260809151419/https://humanizemy.ai/detect,pass1/humanizemy-ai-detector,ok,20260809151419,
https://web.archive.org/web/20260809154206/https://ideogram.ai/legal/tos,pass1/ideogram,ok,20260809154206,
https://web.archive.org/web/20260809154226/https://ideogram.ai/legal/usage-policy,pass1/ideogram,ok,20260809154226,
https://web.archive.org/web/20260809154245/https://docs.ideogram.ai/plans-and-pricing/available-plans,pass1/ideogram,ok,20260809154245,
https://web.archive.org/web/20260809154306/https://docs.ideogram.ai/plans-and-pricing/billing-and-subscriptions,pass1/ideogram,ok,20260809154306,
https://web.archive.org/web/20260809154326/https://docs.ideogram.ai/plans-and-pricing/billing-and-subscriptions/cancelling-your-subscription,pass1/ideogram,ok,20260809154326,
https://web.archive.org/web/20260809154345/https://docs.ideogram.ai/plans-and-pricing/billing-and-subscriptions/refunds,pass1/ideogram,ok,20260809154345,
https://web.archive.org/web/20260809154432/https://docs.ideogram.ai/plans-and-pricing/billing-and-subscriptions/renewals-and-billing-cycles,pass1/ideogram,ok,20260809154432,
https://web.archive.org/web/20260809154923/https://hyperleap.ai/pricing,pass1/hyperleap,ok,20260809154923,
https://web.archive.org/web/20260809155116/https://hyperleap.ai/refund-policy,pass1/hyperleap,ok,20260809155116,
https://web.archive.org/web/20260809155211/https://hyperleap.ai/help,pass1/hyperleap,ok,20260809155211,
https://web.archive.org/web/20260809155236/https://hyperleap.ai/pricing.md,pass1/hyperleap,redirect,20260611171056,found capture at 20260611171056
https://web.archive.org/web/20260809164148/https://invideo.io/pricing/,pass1/invideo-ai,ok,20260809164148,
https://web.archive.org/web/20260809164206/https://invideo.io/terms-and-conditions/,pass1/invideo-ai,ok,20260809164206,
https://web.archive.org/web/20260809164250/https://invideo.io/help/billing/how-do-credits-work/,pass1/invideo-ai,ok,20260809164250,
https://web.archive.org/web/20260809164314/https://invideo.io/help/billing/video-model-pricing/,pass1/invideo-ai,ok,20260809164314,
https://web.archive.org/web/20260809164325/https://invideo.io/usage-policy/,pass1/invideo-ai,ok,20260809164325,
https://web.archive.org/web/20260809164451/https://help.invideo.io/en/articles/9380226-can-i-use-invideo-ai-for-free,pass1/invideo-ai,ok,20260809164451,
https://web.archive.org/web/20260809172111/https://julius.ai/tos,pass1/julius-ai,ok,20260809172111,
https://web.archive.org/web/20260809172142/https://julius.ai/docs/account/managing-subscriptions,pass1/julius-ai,ok,20260809172142,
