pass,product,variable,kind,decided_by,basis,evidence
pass1,adobe-firefly,trial_card_required,vendor_silence,pattern,silence signal: \bdoes not (?:state|address|specify|mention|define)\b,"No ""no credit card required"" (or equivalent) statement appears next to the ""Free trial"" control on the plans page. The general Terms of Use section 3.7 (""Free Memberships, Complimentary Services, Offers, and Trials"") describes trial mechanics generally but does not state whether payment details are required to start one. No trial-specific landing page or billing-FAQ statement on this point was located for Firefly specifically (the Subscription and Cancellation Terms ""Month to month"" clause governing Firefly Standard/Pro has no ""Free Trial Terms"" subsection at all — see coder_note). Silent; not"
pass1,adobe-firefly,trial_length_days,vendor_silence,hand,"POST-WINDOW RETRIEVAL 2 (2026-08-17, orchestrator/post-window-retrieval-2.md). WAS access_failure. The FAQ our instrument recorded as unreadable was recovered: its collapsed accordion answers live in textContent and are empty in innerText, which is how an entire 11-answer FAQ was missed. Construct absent from all 11. NOTE the sweep's own caveat: this record carries no independent warrant that today's text is window-era text.","No day-count is shown on the ""Free trial"" control for Firefly Standard/Pro on the plans page (contrast Adobe Express's own pricing page, which explicitly reads ""Start 7-day free trial"" — that figure is for a different product and is not used here). The Firefly plans page's own FAQ list includes no directly-titled trial-length question, and the FAQ answer content could not be read (see register_events: FAQ accordion would not expand). No official document located states Firefly's trial length in days. "
pass1,adobe-firefly,trial_auto_converts,vendor_silence,hand,"HAND. Two full documents read: the Subscription and Cancellation Terms' 'Month to month' clause governing this plan (no 'Free Trial Terms' subsection, unlike the same document's annual-contract clause which explicitly states auto-conversion) and the general Terms of Use section 3.7 (permissive 'you may continue... if available' wording, not a conversion statement). The coder found parallel clauses in the same documents that DO state auto-conversion for other plans, confirming this plan's silence is a real omission, not a search miss.","The Subscription and Cancellation Terms document's ""Creative Cloud for Individuals > Month to month"" clause — which governs Firefly Standard/Pro, since both bill month-to-month — has no ""Free Trial Terms"" subsection at all (unlike the document's ""Annual contract, billed monthly"" clause, which explicitly states a free trial converts to a paid subscription automatically). The general Terms of Use section 3.7 states only that ""After the free ... or trial access period expires, you may continue using the Services or Software in a paid subscription, if available"" — permissive/available-to-you phras"
pass1,adobe-firefly,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bneither states\b,"The generative-credits FAQ and the plans page describe credit consumption ""upon generation"" / per completed output, but neither states what happens to the credit charge if a generation fails, errors, or produces nothing usable. Silent on this point in every document read. "
pass1,adobe-firefly,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno document\b,"No document read states which tier(s), if any, apply a visible watermark or branding to Firefly outputs, or that no tier does. The Generative AI Product Specific Terms discuss only Content Credentials / Content Authenticity Initiative *metadata* (""you must not remove or alter any watermarks or Content Authenticity Initiative metadata ... that may be generated with the Output""), which is an invisible-attribution/provenance mechanism the user must not strip — not a statement about a visible watermark varying by tier. Silent on tier-based visible watermarking. "
pass1,aiclicks,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \b(?:is|are|remain)s? silent\b,"ToS, pricing page, and product docs (content-agent, prompts-overview, create-prompts) were all read; none states whether a failed/errored prompt check or a failed article generation still consumes the monthly tracked-prompts or articles-per-month allowance. Silent, per decision rule 3 (""this variable is silent often. That is the finding""). "
pass1,aiclicks,renewal_notice_commitment,vendor_silence,hand,"HAND. Terms of Service, pricing-page FAQ, and Help Center billing FAQ/troubleshooting pages were all read in full and were reachable (archived); none states a commitment to notify the buyer before a renewal charge. Genuine documented silence, not an access gap.","ToS, pricing-page FAQ, and Help Center billing FAQ/troubleshooting pages were all read; none commits to notifying the buyer before a renewal charge (no stated period, no ""we will email you before renewal"" language of any kind). "
pass1,aiclicks,commercial_use_lowest_tier,vendor_silence,pattern,silence signal: \bno document\b,"The product generates an output a commercial-use right could attach to (AI-optimized blog-post drafts via the Content Agent feature, ""ready for your team to refine"" and publish). ToS ""Intellectual Property"" clause addresses only AIclicks' own platform/software/ branding IP (""You may not reproduce, redistribute, or modify any part of the platform""), not the buyer's right to use generated article output commercially. No document addresses this, so unknown rather than not_applicable (codebook 2.2). "
pass1,aiclicks,output_ownership_statement,vendor_silence,pattern,silence signal: \b(?:is|are|remain)s? silent\b,"Same reasoning as commercial_use_lowest_tier: the product generates an artifact (AI-optimized article drafts) ownership could attach to; the ToS Intellectual Property clause covers only AIclicks' own platform IP and is silent on who owns generated article/analytics output. Not not_applicable, because the not_applicable test on this variable is not principal-output-scoped either (matches commercial_use_lowest_tier's ""any output"" test per codebook wording). "
pass1,aiva,free_plan_watermark,vendor_silence,pattern,silence signal: \bno document\b,"No document read for this record (pricing page, EULA, or the licensing/cancellation FAQs) states whether Free-plan audio/MIDI output files themselves carry an embedded watermark or vendor branding. The Free plan does carry a mandatory attribution obligation (""Credit must be given to AIVA"" on the pricing card; EULA licensing FAQ: ""You MUST give credit to AIVA when using the track"") -- this is a usage/crediting condition on how the buyer publishes the track elsewhere, a distinct construct from an embedded audio watermark, and is not treated as satisfying this variable. No pricing-grid row analog"
pass1,aiva,failed_generation_charge_policy,vendor_silence,hand,"HAND. Pricing page and EULA section 6 'Technology & Limitations' both read substantively — the EULA states generation-rate ceilings (100/hour, 400/24h, 5 concurrent) while saying nothing about a failed attempt's effect on the allowance. The vendor wrote a limitations section and left this out of it.","Checked and found silent: pricing page (plan cards state only the monthly download allowance), EULA section 6 ""Technology & Limitations"" (states generation-rate ceilings but nothing about a failed/errored attempt's effect on the download allowance), and the licensing/cancellation FAQs. The product does meter output (downloads/month), so not_applicable's ""no per-output accounting at all"" condition is not met either; the documents are simply silent on the failure case specifically, which is the Vendor O pattern in codebook-v1.md (""credits are deducted when a job is submitted"" and says nothing ab"
pass1,aiva,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno document\b,"Checked and found silent: EULA (including section 9, ""Refunds"", the clause that discusses auto-renewal), pricing page, and FAQs. No document states a commitment to notify the buyer in advance of a renewal charge, and none explicitly disclaims advance notice either. Access date 2026-08-06. Archived: https://web.archive.org/web/20260806132231/https://www.aiva.ai/legal/1"
pass1,aiva,refund_window_days,vendor_silence,pattern,silence signal: \bno document\b,"EULA section 9 conditions refund eligibility on non-use of premium features (""if, and only if, they have not used any of the premium features"") rather than on a stated number of days; no document read for this record (EULA, pricing page, or FAQs) publishes a day-count refund window. Not 0, because refunds are available (refund_policy_exists = yes); the day figure itself is simply not published. Access date 2026-08-06. Archived: https://web.archive.org/web/20260806132231/https://www.aiva.ai/legal/1"
pass1,aiva,watermark_removal_tier,vendor_silence,pattern,silence signal: \bno document\b,"No document read for this record (pricing page, EULA, licensing FAQ, cancellation FAQ) states whether any tier's audio/MIDI output carries an embedded watermark or vendor branding, or names a tier at which such a mark is removed. The principal output (a music composition/audio file) is a media artifact that could in principle carry a watermark, so not_applicable's ""not a media artifact a watermark could mark"" carve-out does not apply. Access date 2026-08-06. Archived: https://web.archive.org/web/20260806132059/https://www.aiva.ai/"
pass1,anomaly-ai,free_plan_watermark,vendor_silence,hand,"HAND. Ten official pages (pricing, terms, privacy, security, ai-for-large-datasets, home, capabilities, contact, manifesto, solutions) were read and all successfully archived; the word watermark appears on none of them, despite the product's dashboard/PDF/Slides outputs being capable of carrying branding. Documented silence from a genuinely thin but fully-read site, not an access gap.","""watermark"" keyword found on zero of the 10 official pages checked (pricing, terms, privacy, security, ai-for-large-datasets, home, capabilities, contact, manifesto, solutions -- raw-HTML grep, case-insensitive, zero hits on all). The product's outputs include shareable dashboards, PDF, and Slides exports (per ai-for-large-datasets page), i.e. artifacts that could carry vendor branding in principle, so this is a documentation gap (unknown), not a case where the output type is incapable of carrying a mark. "
pass1,anomaly-ai,credit_rollover_policy,vendor_silence,pattern,silence signal: \bnot addressed\b,"No ""rollover"", ""roll over"", ""reset"", ""expire"", or ""unused"" language found on the pricing page or in the Terms of Service (raw-HTML grep, case- insensitive, zero hits on both). What happens to unused credits at the end of a billing period is not addressed anywhere in the official documents checked. "
pass1,anomaly-ai,failed_generation_charge_policy,vendor_silence,hand,"HAND. The pricing page and Terms of Service were both read and archived; neither addresses whether a failed or errored generation still consumes credits, though the product clearly meters generation. Genuine silence, not an access gap.","No ""fail"", ""unsuccessful"", or ""deduct"" language addressing whether a failed/errored generation still consumes credits was found on the pricing page or in the Terms of Service (raw-HTML grep, case-insensitive, zero hits on both). The product clearly meters generation (credits), so not_applicable does not apply; this is silence, not absence of a metered step. "
pass1,anomaly-ai,auto_renewal_default,vendor_silence,pattern,silence signal: \bdoes not (?:state|address|specify|mention|define)\b,"Terms of Service ""Subscription and Billing"" clause, read in full: ""Certain features require a paid subscription. Billing is handled through Stripe. Subscription details, pricing, and credit allocations are displayed within the application. You agree to pay all applicable fees in accordance with the pricing and billing terms presented at the time of purchase."" This does not state that subscriptions renew automatically, and does not state that they do not. ""renew"" / ""auto-renew"" is absent from the full Terms of Service (raw-HTML grep, case-insensitive, zero hits; the only near-match is ""recurrin"
pass1,anomaly-ai,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,"No commitment to notify the buyer before a renewal charge was found in any official document checked. (The Terms of Service does commit to 30 days' notice for ""material changes to these Terms"" generally, but that is about changes to the contract, not about renewal-charge notice specifically, so it does not satisfy this variable's construct.) "
pass1,anomaly-ai,refund_policy_exists,vendor_silence,pattern,silence signal: \b(?:is|are|remain)s? silent\b,"""refund"" (case-insensitive) found on zero of the 10 official pages checked, including a full raw-HTML grep of the Terms of Service (the contractual-class top authority) and the pricing page. No dedicated refund or cancellation-policy page exists: /refund, /refund-policy, /cancellation-policy, /cancel all return 404 on www.findanomaly.ai. No help center exists to check either (see auto_renewal_disclosure_location evidence). Documents are silent, not stating a position either way. "
pass1,anomaly-ai,refund_window_days,vendor_silence,hand,"HAND. Cascades from refund_policy_exists=unknown, itself grounded in a full read of the Terms of Service and pricing page (both archived) plus confirmation that no dedicated refund page exists (404). No day-count window is stated anywhere because no refund policy of any kind is published.","No refund policy exists in any document checked (refund_policy_exists = unknown), so no window figure is stated anywhere to record."
pass1,anomaly-ai,refund_conditions,vendor_silence,hand,"HAND. Same basis as refund_window_days: Terms of Service and pricing page fully read and archived, no dedicated refund page exists, and no refund policy of any kind -- hence no conditions -- is published anywhere.","No refund policy exists in any document checked (refund_policy_exists = unknown), so no conditions are stated anywhere to record."
pass1,anomaly-ai,commercial_use_lowest_tier,vendor_silence,hand,"HAND. The pricing page and Terms of Service (both read and archived) contain no feature-grid row or clause addressing commercial-use rights in outputs; the vendor's 'business reports' tagline describes intended use, not a rights grant. Genuine silence, not an access gap.","No feature-grid row or clause addressing commercial-use rights in outputs was found on the pricing page or in the Terms of Service. The product is marketed generally for ""business reports"" (its own tagline is ""AI data analyst for recurring business reports""), but that describes the product's intended use case, not a stated grant or restriction of commercial-use rights in generated outputs for any specific tier; coding a tier from the marketing framing would be exactly the kind of inference section 6.3 forbids. Coded unknown, not not_granted (nothing prohibits commercial use either) and not fre"
pass1,anomaly-ai,watermark_removal_tier,vendor_silence,hand,"HAND. Same ten-page, fully-archived read as free_plan_watermark; watermark appears nowhere despite the product's dashboard/PDF/Slides/Excel outputs being capable of carrying branding.","Same underlying gap as free_plan_watermark: ""watermark"" appears on none of the 10 official pages checked. Not coded not_applicable because the product's outputs (shareable dashboards, PDF, Slides/PPT, Excel reports per https://www.findanomaly.ai/ai-for-large-datasets) are visual/document artifacts capable of carrying vendor branding in principle -- unlike the codebook's own not_applicable examples (""a detection score or an analysis table"") -- so this is undocumented, not inapplicable. "
pass1,anomaly-ai,output_ownership_statement,vendor_silence,hand,"HAND. Terms of Service and the Security page (both read and archived) each state an ownership position for the customer's uploaded/connected INPUT data specifically, but neither extends that statement to the AI-generated dashboards/reports the product produces. A genuine construct gap between two documents that agree with each other, not an access gap.","Two official documents state an ownership position for the customer's INPUT data, not for generated OUTPUTS. Terms of Service, ""Intellectual Property Rights"": ""You retain all rights to the data you upload or connect to the platform. We do not claim ownership of your data."" (the same clause separately gives the vendor ownership of ""software, design, text, graphics, trademarks, and related materials"" in ""our Services"", i.e. the vendor's own product/site IP, not user-generated content). Security page, ""Data Ownership & Lifecycle"": ""Customers retain full ownership of all data uploaded to or proces"
pass1,apify-robots-checker,first_charge_amount_usd,instrument_gap,pattern,format/construct signal: \bvariable assumes\b,"Pure pay-per-event pricing, no minimum purchase, no subscription, no stated billing period (""No subscription required — you only pay for what you use""). No document states a determinate first-transaction total: actual first charge depends entirely on how many domains the buyer chooses to check in the first run. Rule 3 applies (billing frequency/period not stated in the periodic sense this variable assumes) rather than inventing a ""smallest possible charge"" figure. README Cost section also hedges current pricing (""Current transition pricing may include a temporary legacy start fee until the sch"
pass1,apify-robots-checker,commercial_use_lowest_tier,vendor_silence,pattern,silence signal: \bno document\b,"No document (Actor T&C, General T&C, actor page) uses ""commercial use""/""commercial license"" language or a feature-grid commercial-use row (there are no tiers/feature-grid at all for this flat-rate product). Actor T&C 3.2 grants full, unconditional IP ownership in Actor Output (see output_ownership_statement) and the General T&C preamble frames the Services as ""business use only"", which may imply commercial use is fine, but neither document states it explicitly, so coded unknown per decision-tree step 4 rather than inferred. "
pass1,aragon-ai,free_plan_cap_value,instrument_gap,pattern,format/construct signal: \binstrument gap\b,"free_plan_cap_documented=none_quantified (see above): every stated free-plan limit is qualitative ('limited per day', 'limited free options'), so no quantified figure exists to record here. codebook's value list for this field offers no distinct 'none-quantified-exists' value (only a formatted figure, unknown, not_applicable, or conflicting); unknown used as closest fit for 'no quantified value stated' - flagged for adjudication as a minor instrument gap, see coder_note."
pass1,aragon-ai,free_plan_watermark,vendor_silence,pattern,silence signal: \bdoes not appear\b,"'watermark' does not appear anywhere in pricing page, terms, refund policy, support, free-headshot-generator, or headshots-for-teams pages (checked via full-text search of all seven sources). Principal output is a photographic image, a media artifact that plainly could carry a watermark (not a not_applicable case like a detection score), so silence codes unknown, not not_applicable."
pass1,aragon-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno document\b,"Full-text search of all seven sources for 'fail', 'error', 'unusable' etc. found only general AI-output-quality disclaimers ('may contain errors, bugs, or inaccuracies', 'AI Tools may provide results that contain errors') and a dissatisfaction-driven 'Free Redo' offer (pricing FAQ: photos that 'may not meet your expectations') - dissatisfaction with output quality, not a statement about technical failures/empty results consuming or not consuming allowance. No document states whether a technical failure consumes a credit/headshot slot."
pass1,aragon-ai,watermark_removal_tier,vendor_silence,pattern,silence signal: \bdoes not appear\b,"'watermark' does not appear in any of the seven sources read (see free_plan_watermark evidence for the same full-text search). Principal output (a photographic headshot image) plainly could carry a watermark, so not_applicable does not fit; documented silence codes unknown."
pass1,autoshorts-ai,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \bno (?:such )?(?:clause|commitment|figure|mention)\b,"Terms & Conditions read in full: no mention of generation failures or credit consumption on failure. FAQ read in full (all 27 questions, Series & Videos and Billing sections): no question addresses what happens to credits/allowance on a failed or errored generation. Closest adjacent statement, on a different topic (re-renders from edits, not failures): ""Features that render a new video such as making script edits, or changing your series do not count against your plan."" Silent on outright failures. "
pass1,autoshorts-ai,auto_renewal_default,vendor_silence,pattern,silence signal: \bnever states\b,"Terms & Conditions read in full: a generic boilerplate document (warranty disclaimer, liability limits, cookies, iframes, third-party links); it contains no billing, subscription, or renewal clause at all. FAQ read in full: ""Can I cancel at anytime?"" states cancellation is available but never states that subscriptions renew automatically or on what cadence. Per the codebook's own worked example, implication from cancel-anytime language is not a statement, so this is coded unknown rather than inferred as ""on"". "
pass1,autoshorts-ai,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno statement\b,No statement of advance notice (or its absence) before a renewal charge found in Terms or FAQ.
pass1,beautiful-ai,renewal_notice_commitment,vendor_silence,pattern,silence signal: \bno document\b,"No document read (pricing page, ToS, or the nine Help Center articles) commits to notifying the customer in advance of a renewal charge. ToS section 14.3 addresses general notice mechanics (email or in-product posting) but not a pre-renewal-charge commitment specifically."
pass1,beautiful-ai,commercial_use_lowest_tier,vendor_silence,pattern,silence signal: \bno document\b,"No 'commercial use' row appears anywhere in the pricing page's compare-plans table (verified by extracting every row of all 6 table sections, and by a full-text search of the rendered page for 'commercial', both with zero matches). ToS section 2.2 licenses use of Beautiful.ai Materials 'solely for Customer's internal business or personal, non-commercial purposes', which is genuinely ambiguous between (a) business use is permitted generally with only personal use required to be non-commercial, and (b) all use must be non-commercial -- and in any case addresses the license to use Beautiful.ai's "
pass1,brandcited,failed_generation_charge_policy,vendor_silence,hand,"HAND. Four documents read including a 56-question dedicated FAQ, with the two answers nearest the construct ('What is a scan?', 'How does BrandCited track AI visibility?') checked by name. The metered unit is documented; what happens when it fails is not. Nothing unreachable.","Product has a metered generation-like step (the daily automated scan; ""What is a scan?"" FAQ: ""One scan = one billable unit on metered plans""), so not_applicable (no metered generation step at all) does not apply. No document (pricing page, ToS, Refund Policy, or the 56-question dedicated FAQ, including its ""What is a scan?"" and ""How does BrandCited track AI visibility?"" answers) states what happens to the allowance when a scan fails, times out, or an AI platform is unreachable. Silent, per rule 3 (""this variable is silent often — that is the finding""). "
pass1,brandcited,renewal_notice_commitment,instrument_gap,hand,"AUDIT. ""ToS 14 commits to 30 days' notice, but only for vendor-initiated *price changes* at next renewal ('We'll notify you at least 30 days before your plan price changes')"" - a verbatim, documented vendor notice commitment on a different trigger; the value list has no slot for event-conditional notice. Same shape as hand-assigned instrument_gap on pass1/picsart and adjudicated/jobscan.","No document commits to notifying the buyer before a routine renewal charge. ToS §14 commits to 30 days' notice, but only for vendor-initiated *price changes* at next renewal (""We'll notify you at least 30 days before your plan price changes"") — a different commitment from advance notice of each recurring charge at the existing price, so it does not satisfy advance_notice_stated. No other document addresses renewal notice. "
pass1,canva,headline_price_usd,instrument_gap,hand,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The vendor DOES publish a price; what fails is D-007's 'US reader' test, for which the protocol provides no executable route — currency is IP-bound and no locale path, URL parameter or request header overrides it. That is a gap in the instrument, not a document we could not reach. Precedent: the adjudicated google-veo headline_price_usd. Consistent with the A-013 ruling, whose test is obtainability from a standard reading position.","CHANGED AGAIN under a 2026-08-10 re-examination -- see coder_note ('canva re-examination under corrected wording') and d007-recheck-report.md for the full reasoning; canva-sources/d007-currency-recheck-2026-08-10.txt carries the underlying Arm 1/Arm 2 fact-finding, unchanged. Entry paid tier is Pro. Orchestrator-captured rendered read (D-005, 2026-08-08) shows the Pro card's sole price as '1.920 TRY' captioned 'Bir kisi icin yillik fiyat' (annual price for one person). The D-007 re-check's Arm 1 evidence stands unchanged (help article https://www.canva.com/help/pay-credit-debit-card/: 'If your"
pass1,canva,headline_billing_basis,instrument_gap,hand,"HAND. The Pro tier's price is published unambiguously as an annual total per seat (""Bir kisi icin yillik fiyat""), not paraphrased or hedged -- the vendor discloses the basis plainly. But the codebook's five allowed values for this variable (per_month_billed_annually, per_month_billed_monthly, per_seat_per_month, one_time, usage_based) have no category for an annual total displayed as such; only monthly-denominated bases are covered. The instrument has no slot for what was published.","The qualifier printed with the Pro card's price is 'Bir kisi icin yillik fiyat' ('annual price for one person') - the figure IS the annual total itself, not a monthly rate. None of this variable's four recurring-basis values fit: per_month_billed_annually and per_seat_per_month both require the DISPLAYED figure to be a monthly amount (this variable's own worked example, Vendor B, shows '$12 per user/month' - a monthly-denominated figure - even though billed annually); per_month_billed_monthly and one_time plainly do not apply either. The page's own monthly/annual toggle ('Aylik | Yillik, %16 t"
pass1,canva,first_charge_amount_usd,instrument_gap,hand,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same geo-bound currency gap as this record's headline_price_usd.,"CHANGED AGAIN under the 2026-08-10 re-examination -- same basis as headline_price_usd (see that field, coder_note's 'canva re-examination under corrected wording', and d007-recheck-report.md). Rule 2 would apply directly if a USD figure existed (the default state already shows an ANNUAL figure, so no x12 needed) -- TRY 1,920/yr for Pro is the figure this study's own network observes, but under the corrected 'US reader' test, Canva's own stated policy (local currency by default, USD only where the reader's local currency is unavailable) implies a US reader is billed in USD, their own available "
pass1,canva,free_plan_watermark,access_failure,hand,HAND. The vendor has a dedicated Help Centre article titled 'Watermarks or Canva logos are on my design' — the document that would answer this variable exists and is named in the record. It was not retrieved: the prior pass's archival attempts failed and this pass did not re-attempt it. Calling this vendor silence would assert the vendor never addressed watermarking while citing the vendor's own article about watermarking. The silence is ours.,"Re-confirmed this pass: zero occurrences of 'watermark' in the pricing page, Terms of Use, Content License Agreement, or AI Pass help article (fresh full-text search of all four this pass). The dedicated Help Center article ('Watermarks or Canva logos are on my design') was not re-attempted this pass, which is scoped to the entry tier and currency; the prior pass's 2-3 archival attempts for it (beyond this study's 2-retry cap) already failed. Free-plan output could plainly carry a watermark (not a not_applicable case), so documented silence plus an unreachable dedicated article codes unknown, "
pass1,canva,trial_card_required,vendor_silence,pattern,silence signal: \bdoes not (?:state|address|specify|mention|define)\b,"Terms of Use states the trial auto-converts by charging 'your nominated payment method' at the end of the trial unless canceled first, implying a payment method is already on file - but none of the four documents read this pass explicitly states a card must be entered to START the trial. The pricing FAQ adds one non-conclusive data point re-found this pass ('You won't be billed at all during your trial period', re: Business team invites) that also does not state a card requirement. Matches this codebook's own worked example (Vendor I: conversion implies stored payment details, but implication "
pass1,canva,trial_length_days,vendor_silence,hand,"HAND. Pricing page, Terms of Use, Content License Agreement, and the AI Pass help article were all read and reachable; a trial is confirmed to exist and auto-convert, but no document states its length in days (the two day-figures present, a 30-day top-up expiry and a list of prepaid-plan durations, are different constructs). Unlike this same record's watermark variables, no specific unretrieved document is implicated here.","Fresh day-count search this pass across all four documents (pricing FAQ, Terms of Use, Content License Agreement, AI Pass article) finds no day/week/month figure for the actual Pro or Business trial length. The only day-figures present anywhere are unrelated: AI top-ups 'valid for 30 days' (a top-up expiry, not a trial length) and the AI Pass article's list of prepaid-plan durations ('1-day, 1-week, 1-month, or 1-year prepaid plan', an eligibility exclusion, not a trial length). True for both Pro and Business alike."
pass1,canva,failed_generation_charge_policy,vendor_silence,pattern,silence signal: \b(?:is|are|remain)s? silent\b,"Fresh full-text search this pass of all four documents (pricing page, Terms of Use, Content License Agreement, AI Pass article) for 'fail'/'error'/'unsuccessful' finds only unrelated matches: ToS compliance-failure and service-failure/liability clauses, a CLA license-termination-for-failure-to-comply clause, and an AI-Pass-article URL-slug 'failed-payments' (routing metadata, not prose) - none address whether a technical failure or empty AI-generation result consumes allowance. Silence is unknown per the rule, which itself notes 'this variable is silent often. That is the finding.'"
pass1,canva,watermark_removal_tier,access_failure,hand,"HAND. Same unretrieved Help Centre article as free_plan_watermark, same reasoning. Four documents were searched and one relevant document could not be opened; a search that misses the one document written on the subject does not establish the subject is undocumented.","Same search and same result as free_plan_watermark, re-confirmed this pass: zero occurrences of 'watermark' in any of the four documents read. The dedicated Help Center article ('Watermarks or Canva logos are on my design') was not re-attempted this pass. Principal output (exported designs/images) plainly could carry a watermark, so not_applicable does not fit; documented silence plus an unreached dedicated article codes unknown, unchanged from the superseded record."
