pass,product,variable,current_kind,verdict,corrected_kind,basis
pass1,openai-sora,credit_rate_location,vendor_silence,WRONG,access_failure,"AUDIT. 'The document most likely to carry a published rate could not be located/read' -- the named source IS that document (Sora Billing & Credits FAQ, 404 live); its siblings credit_unit_defined and credit_to_output_rate_published were hand-fixed to access_failure on this exact reasoning."
pass1,openai-sora,credit_rollover_policy,vendor_silence,WRONG,access_failure,AUDIT. 'was found in any reachable document' -- concedes unreachable documents; the record's own source note calls the Billing & Credits FAQ 'the single document most likely to have defined credits' and unrecoverable.
pass1,openai-sora,failed_generation_charge_policy,vendor_silence,WRONG,access_failure,"AUDIT. 'No statement ... was found in any reachable document' -- identical construction to trial_length_days and trial_auto_converts on this same record, both hand-decided access_failure."
pass1,openai-sora,free_plan_cap_documented,vendor_silence,WRONG,access_failure,"AUDIT. 'Follows free_plan_exists = unknown', which is itself unknown because nothing is 'stated anywhere reachable'; a cascade inherits its parent's kind and the parent is an access failure."
pass1,openai-sora,free_plan_cap_value,vendor_silence,WRONG,access_failure,"AUDIT. 'No quantified free-plan limits located' -- on a record whose pricing and product-documentation classes were never retrieved, so the read-and-reachable precondition for vendor_silence is not met."
pass1,openai-sora,free_plan_duration,vendor_silence,WRONG,access_failure,"AUDIT. 'No document addresses whether a no-cost tier, if any, was perpetual' -- the free-plan question is unassessable because the pricing-page and documentation classes could not be reached for Sora (coder_note)."
pass1,openai-sora,free_plan_exists,vendor_silence,WRONG,access_failure,AUDIT. 'its relationship to a possible free baseline is not stated anywhere reachable' -- the word 'reachable' is the operative limit; credit_system_present=yes proves a paid mechanism was documented but unretrievable.
pass1,openai-sora,free_plan_watermark,vendor_silence,WRONG,access_failure,"AUDIT. Same construct as watermark_removal_tier on this record, whose evidence says 'no Sora product documentation was reachable to check further'."
pass1,openai-sora,headline_billing_basis,vendor_silence,WRONG,access_failure,AUDIT. 'see headline_price_usd' -- cascades from a value unresolved because 'the one document most likely to state it ... could not be recovered'.
pass1,openai-sora,headline_price_usd,vendor_silence,WRONG,access_failure,"AUDIT. 'the one document most likely to state it, the Sora Billing & Credits FAQ, could not be recovered' -- first_charge_amount_usd was hand-fixed to access_failure on a verbatim-equivalent sentence."
pass1,openai-sora,trial_card_required,vendor_silence,WRONG,access_failure,"AUDIT. 'see trial_exists' -- trial_exists, trial_length_days and trial_auto_converts were all hand-fixed to access_failure ('the higher-ranked pricing page and documentation classes were never reachable'); this is the fourth trial variable, left behind."
pass1,openai-sora,watermark_removal_tier,vendor_silence,WRONG,access_failure,AUDIT. 'no Sora product documentation was reachable to check further' -- a ToS keyword search plus an unreachable documentation class is an access failure.
pass1,originality-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,ToS and other documents checked; no statement on whether a failed scan consumes a credit (the codebook pre-registers this variable's silence as the finding)
pass1,originality-ai,free_plan_watermark,vendor_silence,CONFIRMED,,no statement found on branding of free-tool scan reports
pass1,originality-ai,renewal_notice_commitment,vendor_silence,CONFIRMED,,"Sec 24 is electronic-communications consent, not a notice commitment; no differently-triggered notice clause exists to strand"
pass1,phrasly,credit_rollover_policy,vendor_silence,CONFIRMED,,ToS and pricing-page FAQ both checked; the word 'credit' is absent from the ToS entirely
pass1,phrasly,failed_generation_charge_policy,vendor_silence,CONFIRMED,,no document states whether a failed humanization consumes the allowance
pass1,phrasly,first_charge_amount_usd,vendor_silence,WRONG,access_failure,"AUDIT. 'no arm returned a readable price to annualize' -- arm 2 failed for retrieval reasons ('Cloudflare's own bot-challenge page (archive.org's crawler blocked too)'); the hand override on picsart/cost_per_output_computable calls this same currency block 'a retrieval failure, not vendor silence'."
pass1,phrasly,headline_price_usd,vendor_silence,WRONG,access_failure,"AUDIT. The vendor publishes its price plainly ('TRY 524.43 ... per month, billed annually') and the ToS states 'All payments shall be in US dollars'; the USD figure was unreadable only because the US-crawled arm returned 'a 34,722-byte pre-hydration shell' and 'Cloudflare's own bot-challenge page'. A published price recorded as silence."
pass1,phrasly,output_ownership_statement,vendor_silence,CONFIRMED,,clause 32.3 located and correctly scoped to API Licensees; no consumer-output ownership clause
pass1,phrasly,trial_card_required,vendor_silence,CONFIRMED,,"Section 6 quoted -- a $2.00 charge exists but no card/payment-method statement, and inference is barred"
pass1,picsart,first_charge_amount_usd,vendor_silence,WRONG,access_failure,AUDIT. 'the same reason headline_price_usd is unknown: no USD figure was found via either D-007 currency-check arm' -- cascades from a value the study itself hand-classified as a retrieval failure.
pass1,picsart,free_plan_cap_documented,vendor_silence,CONFIRMED,,"five named documents read; only qualitative feature gates, never a stated cap for the free tier"
pass1,picsart,free_plan_cap_value,vendor_silence,CONFIRMED,,"cascades from free_plan_cap_documented, itself documented silence"
pass1,picsart,free_plan_watermark,vendor_silence,CONFIRMED,,"full-text search of ToS, GenAI Terms and pricing page, plus support articles read"
pass1,picsart,headline_price_usd,vendor_silence,WRONG,access_failure,"AUDIT. The price IS published ('both show TR83.25/mo'); the USD figure failed only on retrieval -- 'most recent Wayback snapshot (2026-08-02) is a pre-hydration empty shell'. The hand override on this record's cost_per_output_computable states the reason verbatim: 'a retrieval failure, not vendor silence'."
pass1,picsart,watermark_removal_tier,vendor_silence,CONFIRMED,,"'watermark' absent from ToS, GenAI Terms, pricing page and all 6 support articles"
pass1,pika,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"pricing page, FAQ (incl. its empty Tech Issues section), ToS and AUP all checked"
pass1,pixlr,failed_generation_charge_policy,vendor_silence,CONFIRMED,,Terms of Use and the License and Services Agreement both checked for technical-failure language
pass1,pixlr,free_plan_watermark,vendor_silence,CONFIRMED,,/editor/ and /express/ checked; the unrelated converter-utility 'no watermarks' copy correctly refused
pass1,pixlr,output_ownership_statement,vendor_silence,CONFIRMED,,"AI Input/Output license language located; the one title clause correctly scoped to the platform, not the output"
pass1,pixlr,renewal_notice_commitment,vendor_silence,CONFIRMED,,"the adjacent price-change clause expressly disclaims notice ('with or without notice'), so no notice commitment exists that could be event-conditional"
pass1,pixlr,trial_card_required,vendor_silence,CONFIRMED,,no explicit card statement in official documents; inference from checkout-flow UI barred by the codebook
pass1,pixlr,watermark_removal_tier,vendor_silence,CONFIRMED,,zero 'watermark' hits in both agreements plus a silent pricing page
pass1,playht,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"pricing page, ToS and both help articles read; none addresses the allowance on failure"
pass1,playht,trial_auto_converts,vendor_silence,CONFIRMED,,"ToS read in full, no trial-conversion clause"
pass1,playht,trial_card_required,vendor_silence,CONFIRMED,,"ToS read in full, no trial clause of any kind"
pass1,playht,trial_length_days,vendor_silence,CONFIRMED,,"ToS read in full, no trial-length clause"
pass1,plus-ai,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,"the license clause is quoted and correctly scoped to the Service, not the output; no feature-grid row either"
pass1,plus-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"plans-and-billing, terms and pricing page all reviewed in full; no statement either way"
pass1,plus-ai,first_charge_amount_usd,vendor_silence,CONFIRMED,,"three documents quoted, none stating the charged-once-for-twelve-months fact codebook rule 2 requires"
pass1,quillbot,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"metering documented (300/mo, 30/mo), yet no document read states the count's treatment on failure"
pass1,recraft,failed_generation_charge_policy,vendor_silence,CONFIRMED,,credits doc incl. its expiration section and the pricing FAQ both read in full
pass1,recraft,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing page, credits docs, free-plan docs and terms checked for free-tier outputs"
pass1,recraft,watermark_removal_tier,vendor_silence,CONFIRMED,,"same document set checked, no tier-level watermark statement"
pass1,resume-io,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,"the IP clause is quoted and correctly scoped to the vendor's own templates, not the user-owned output"
pass1,resume-io,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing page, ToS, billing FAQ and free-usage help article all checked"
pass1,resume-io,headline_billing_basis,instrument_gap,CONFIRMED,,"CONFIRMED gap: 'billed every 3 months' quoted and the closed value list has no quarterly category -- the study's own A-011 gap, shared with jobscan and teal"
pass1,resume-io,trial_card_required,vendor_silence,CONFIRMED,,four documents named; inference from the $2.95 charge barred by rule
pass1,resume-io,watermark_removal_tier,vendor_silence,CONFIRMED,,four documents named; not_applicable rejected because a PDF could carry a watermark
pass1,revid-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"terms, 26-question FAQ, features page and API docs all checked"
pass1,revid-ai,renewal_notice_commitment,vendor_silence,CONFIRMED,,"no notice commitment of any kind in terms, FAQ or features page"
pass1,revid-ai,usage_cap_quantified,vendor_silence,CONFIRMED,,"the card describes no limits at all, which is exactly the codebook's meaning for unknown ('the tier's limits are not described')"
pass1,revid-ai,watermark_removal_tier,vendor_silence,CONFIRMED,,"'watermark' absent from pricing page, terms, FAQ and features page"
pass1,rezi,free_plan_watermark,vendor_silence,CONFIRMED,,18+ row compare table plus /legal and three help articles read; codebook directs unknown for a silent table
pass1,rezi,output_ownership_statement,vendor_silence,CONFIRMED,,Use License section and privacy policy located and correctly scoped; no other document addresses ownership
pass1,rezi,renewal_notice_commitment,vendor_silence,CONFIRMED,,three documents named; no notice commitment of any kind
pass1,runway,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS commits to notice of a FEE/FEATURE CHANGE (""either immediately upon posting on the Services or by email delivery to you"")'."
pass1,sapling,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS states only a conditional FEE-CHANGE notice (""Sapling may change the fees ... if Sapling gives you advance notice of changes before they apply"")'."
pass1,shortsfaceless,cancellation_self_serve,vendor_silence,CONFIRMED,,"four documents named, none describing a cancellation route"
pass1,shortsfaceless,renewal_notice_commitment,vendor_silence,CONFIRMED,,no advance-notice statement in any document read; the ToS is silent on renewal generally
pass1,speechify,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"usage-limits page and ToS 6.3/6.5 reviewed; consumption documented for submission, not outcome"
pass1,speechify,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing grid, ToS and usage-limits page checked; not_applicable rejected with a stated reason"
pass1,speechify,output_ownership_statement,vendor_silence,CONFIRMED,,ToS read start-to-finish; section 7 correctly scoped to the inbound input licence; four search terms returned zero
pass1,speechify,watermark_removal_tier,vendor_silence,CONFIRMED,,same three documents checked for every tier
pass1,squarespace,credit_rollover_policy,vendor_silence,WRONG,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'documented as ""10 starter AI credits that don't renew after use"" -- a ONE-TIME grant, not a recurring period; the rollover-vs-expires-at-period-end framing (which presupposes a recurring cycle) does not cleanly apply'."
pass1,squarespace,failed_generation_charge_policy,vendor_silence,CONFIRMED,,no official document states credit treatment on a failed AI generation
pass1,squarespace,watermark_removal_tier,vendor_silence,CONFIRMED,,"pricing page, full comparison table, ToS and AUP read; no branding policy for published sites"
pass1,stable-audio,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"pricing page, dedicated FAQs, ToS, AUP and User Guide all checked"
pass1,stable-audio,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS commits to advance notice only for FEE INCREASES (""We may increase fees... with advance notice"", Section 7b/7c)'."
pass1,suno,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"ToS read through the arbitration section plus four help-centre categories -- 10 documents, silent across all"
pass1,suno,first_charge_amount_usd,vendor_silence,CONFIRMED,,the annual-equivalent figure is published but no document states the charge structure; codebook rule 3 forbids the x12 and calls this the documented common case
pass1,suno,free_plan_watermark,vendor_silence,CONFIRMED,,the Compare Suno plans table explicitly checked plus ToS and both plan-rights articles (4 sources)
pass1,suno,refund_window_days,vendor_silence,WRONG,instrument_gap,"AUDIT. 'No firm day-count window is published; refunds run case-by-case' -- Suno publishes a real refund policy in two document classes (refund_policy_exists=yes, refund_policy_location=multiple, concrete qualifying scenarios), but the value list holds only an integer, or 0 'where no refunds are given'. A discretionary, non-time-denominated policy has no slot; same shape as the study's qualitative-where-numeric gaps (pixlr, undetectable-ai free_plan_cap_value)."
pass1,suno,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'The ToS commits to 15 days' advance notice for PRICE CHANGES specifically ... a different construct'."
pass1,suno,watermark_removal_tier,vendor_silence,CONFIRMED,,"compare table, ToS and 8 help-centre articles, no watermark mention"
pass1,synthesia,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"pricing page, ToS, AUP and two credits articles read; all located language covers successful generation only"
pass1,teal,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,"the proximate licence clause is quoted and correctly scoped to Service resale, not the output"
pass1,teal,credit_rollover_policy,vendor_silence,WRONG,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'the rollover/expiry construct this variable asks about does not map onto what is actually documented' (free credits 'non-renewable', paid tier 'Unlimited')."
pass1,teal,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"pricing page, ToS and two AI-credit help articles checked"
pass1,teal,free_plan_watermark,vendor_silence,CONFIRMED,,pricing comparison table and the Teal-vs-Teal+ table both read in full; ToS also silent
pass1,teal,watermark_removal_tier,vendor_silence,CONFIRMED,,"four documents read in full, no branding statement either way"
pass1,udio,failed_generation_charge_policy,vendor_silence,CONFIRMED,,the bug-report article names the failure mode but never its credit effect; the credits and rollover articles are silent
pass1,udio,free_plan_watermark,vendor_silence,CONFIRMED,,ToS S6.4's attribution duty located and correctly distinguished from a mark applied to the output file
pass1,udio,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS S3.2 promises ""reasonable notice"" only for PRICE/PLAN CHANGES, not each renewal' -- two documented notice clauses (S3.2, S3.5), both triggered by something other than an ordinary renewal."
pass1,udio,trial_card_required,vendor_silence,CONFIRMED,,"ToS S3.5's charge language quoted; inference to a signup card requirement barred, and the Free plan's own no-card line correctly excluded"
pass1,udio,watermark_removal_tier,vendor_silence,CONFIRMED,,cascades from free_plan_watermark; S6.4's crediting waiver correctly distinguished from a mark on the file
pass1,undetectable-ai,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,the IP section is quoted and scoped to the site's own Content/Marks; no feature-grid row for the entry tier
pass1,undetectable-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,terms and Help both read in full; the refund clause correctly distinguished from a processing failure
pass1,undetectable-ai,output_ownership_statement,vendor_silence,CONFIRMED,,ownership defined only for site Content/Marks and forum-style Contributions; no output clause
pass1,vidnoz,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"four named documents each read in full -- 'Silence, not a located statement'"
pass1,winston-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,two independent fetches of the text-analysis article plus the pricing FAQ; the third-party claim correctly refused as unconfirmable
pass1,winston-ai,renewal_notice_commitment,vendor_silence,CONFIRMED,,no notice commitment of any kind found in any document
pass1,winston-ai,trial_auto_converts,vendor_silence,CONFIRMED,,no document states the trial converts without further action
pass1,wix,failed_generation_charge_policy,vendor_silence,CONFIRMED,,the AI-credits FAQ is quoted and its dissatisfaction answer correctly excluded per codebook rule 1
pass1,wix,unquantified_limit_clause,vendor_silence,WRONG,access_failure,AUDIT. 'the Terms of Use body did not render beyond Section 1 ... so it could not be read to the end -- coding absent would misrepresent a document that was not actually readable'. The coder states the access failure outright.
pass1,writehuman,failed_generation_charge_policy,vendor_silence,CONFIRMED,,three documents checked; the monthly-limit FAQ correctly distinguished from generation failure
pass1,writehuman,free_plan_watermark,vendor_silence,CONFIRMED,,three documents checked; not_applicable rejected with a documented reason
pass1,writehuman,renewal_notice_commitment,vendor_silence,CONFIRMED,,"auto-renewal is documented but no notice clause of any kind exists, not even a price-change one"
pass1,writehuman,watermark_removal_tier,vendor_silence,CONFIRMED,,no tier statement in any document; construct applicability argued rather than assumed
pass1,xseek,auto_renewal_default,vendor_silence,CONFIRMED,,"recurring billing quoted, and 'renew' is absent from the entire ToS by full-text search of the raw document"
pass1,xseek,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,"the IP section is quoted and correctly scoped to customer-supplied input, not generated outputs"
pass1,xseek,output_ownership_statement,vendor_silence,CONFIRMED,,the same clause correctly scoped to supplied data; no document covers the generated reports
pass1,xseek,watermark_removal_tier,vendor_silence,CONFIRMED,,no watermark or attribution mention at any tier; not_applicable checked and rejected with a reason
pass1,zety,free_plan_watermark,vendor_silence,CONFIRMED,,"pricing page, ToS and official FAQ all checked"
pass1,zety,trial_card_required,vendor_silence,CONFIRMED,,three documents checked; inference from the $1.70 charge barred by rule
pass1,zety,watermark_removal_tier,vendor_silence,CONFIRMED,,"three documents checked, no tier-level statement"
pass2,10web,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,the named document set read plus a targeted help-centre search; no article addresses it
pass2,10web,credit_rollover_policy,vendor_silence,CONFIRMED,,six named documents read plus two targeted help-centre searches
pass2,10web,failed_generation_charge_policy,vendor_silence,CONFIRMED,,'Each AI request costs 1 credit' quoted and correctly held not to distinguish success from failure
pass2,10web,free_plan_duration,vendor_silence,CONFIRMED,,no document states expiry or perpetual status for the free path; the trial-deletion article correctly distinguished
pass2,10web,free_plan_watermark,vendor_silence,CONFIRMED,,"the named document set read, no badge/watermark statement"
pass2,10web,watermark_removal_tier,vendor_silence,CONFIRMED,,named documents plus a targeted help-centre search
pass2,adobe-express,failed_generation_charge_policy,vendor_silence,CONFIRMED,,five documents read; the FAQ's normal-consumption and queue-limit answers correctly distinguished from failure
pass2,adobe-express,free_plan_watermark,vendor_silence,CONFIRMED,,"'watermark' absent from the whole pricing page, which is the codebook's designated document for this variable"
pass2,adobe-express,trial_card_required,vendor_silence,CONFIRMED,,"six documents read; footnote 1 correctly treated as implication, matching the codebook's own Vendor I example"
pass2,adobe-express,watermark_removal_tier,vendor_silence,CONFIRMED,,no watermark row in the grid; the Content-Credentials provenance clause correctly distinguished
pass2,adobe-firefly,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"five named documents, silent throughout"
pass2,adobe-firefly,free_plan_watermark,vendor_silence,CONFIRMED,,both comparison tables checked; the conditional 'MAY be generated' wording correctly held not to be a statement
pass2,adobe-firefly,trial_auto_converts,vendor_silence,CONFIRMED,,the conversion language located under 'Annual contract' only and correctly not read across to this month-to-month tier
pass2,adobe-firefly,trial_card_required,vendor_silence,CONFIRMED,,the 'TWP' token correctly refused as an internal naming artefact; the trial language is scoped to a different plan type
pass2,adobe-firefly,watermark_removal_tier,vendor_silence,CONFIRMED,,neither comparison table carries a watermark row; conditional wording distinguished
pass2,aiclicks,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"ToS, three help-centre pages and two product docs all read"
pass2,aiclicks,output_ownership_statement,vendor_silence,CONFIRMED,,the IP clause is quoted and correctly scoped to the platform's own property
pass2,aiclicks,renewal_notice_commitment,vendor_silence,CONFIRMED,,"both billing sections read in full; no notice clause of any kind, and none denied either"
pass2,aiva,failed_generation_charge_policy,vendor_silence,CONFIRMED,,EULA S6's rate limits quoted; five source classes checked; none addresses failure outcomes
pass2,aiva,free_plan_watermark,vendor_silence,CONFIRMED,,the attribution requirement correctly distinguished from a mark on the file; 'watermark' absent from all 11 sources; third-party claim refused
pass2,aiva,refund_window_days,vendor_silence,WRONG,instrument_gap,"AUDIT. 'EULA S9 conditions refund eligibility on USAGE (""have not used any of the premium features""), not on a stated number of days' -- the coder_note adds 'not time-windowed, so no day count exists to record'. The vendor published a complete refund rule on a dimension the integer-only format cannot express."
pass2,aiva,watermark_removal_tier,vendor_silence,CONFIRMED,,'watermark' absent from all named sources for any tier
pass2,anomaly-ai,auto_renewal_default,vendor_silence,CONFIRMED,,the billing clause is quoted and never states whether subscriptions renew automatically
pass2,anomaly-ai,credit_rollover_policy,vendor_silence,CONFIRMED,,"pricing page and ToS checked, on a record that separately enumerated the vendor's entire document universe by sitemap plus 404s on /faq /help /billing"
pass2,aragon-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"ToS, both pricing-FAQ tabs, refund policy and the free-generator FAQ all read"
pass2,aragon-ai,free_plan_watermark,vendor_silence,CONFIRMED,,three documents read in full; 'watermark' appears on none in connection with the free tier
pass2,autoshorts-ai,auto_renewal_default,vendor_silence,CONFIRMED,,"the closest FAQ language quoted and correctly held to describe cancellation, not default renewal"
pass2,autoshorts-ai,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"four named documents, none addressing the allowance on failure"
pass2,autoshorts-ai,renewal_notice_commitment,vendor_silence,CONFIRMED,,"no notice commitment of any kind, and none disclaimed"
pass2,colossyan,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"ToS, AUP and pricing FAQ read; the deduction quote covers successful generation only"
pass2,colossyan,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'S4.4's notice commitment covers material price/service changes generally, not each renewal charge' -- the adjudicated row for this same product and variable was hand-reclassified instrument_gap on this exact clause."
pass2,colossyan,trial_card_required,vendor_silence,CONFIRMED,,"the 'No credit card required' note correctly scoped to the free-plan sign-up block, not the trial CTA"
pass2,elevenlabs,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"the charge FAQ quoted and correctly held to address dissatisfaction, not technical failure, per codebook rule 1"
pass2,elevenlabs,renewal_notice_commitment,vendor_silence,WRONG,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'Section 6(a) commits to 7 days' notice only for a PRICE CHANGE ... a distinct, narrower commitment'."
pass2,google-veo,auto_renewal_default,vendor_silence,WRONG,instrument_gap,"AUDIT. 'neither on, off, nor no_recurring_billing is documented; coded unknown rather than stretched to fit' -- the vendor fully documents the billing mechanics (cloud.google.com/terms 2.1(a), charged 'immediately at the end of the Fee Accrual Period'); no_recurring_billing means 'sold as a one-time purchase', which continuous per-second metering is not. The instrument has no slot, exactly the docstring's pay-per-event-meets-billing-period case."
pass2,google-veo,auto_renewal_disclosure_location,vendor_silence,WRONG,instrument_gap,"AUDIT. 'distinct from ""absent"", which would assert the documents affirmatively address renewal and say nothing'. The codebook defines this variable's `unknown` as 'The documents could not be located' -- but the documents WERE located and read; `absent` and `not_applicable` ('Billing does not recur') both misdescribe continuous metered billing. No value fits."
pass2,google-veo,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,both adjacent clauses quoted and correctly distinguished from an output-rights grant; matches the study's hand decision on the adjudicated row
pass2,google-veo,renewal_notice_commitment,vendor_silence,CONFIRMED,,both governing contracts searched with no notice commitment found; the study's hand decision on the adjudicated row for this variable is also vendor_silence
pass2,google-veo,trial_auto_converts,vendor_silence,CONFIRMED,,"cascades from trial_exists; the Free-to-Tier-1 progression is documented as buyer-initiated, not an automatic conversion"
pass2,google-veo,trial_exists,vendor_silence,CONFIRMED,,both billing pages read; the $300 Cloud credit's applicability to this product is simply never stated
pass2,google-veo,trial_length_days,vendor_silence,CONFIRMED,,"cascades from trial_exists, itself documented silence on the single surface this record coded"
pass2,humanizemy,commercial_use_lowest_tier,vendor_silence,CONFIRMED,,section 6's ownership clause quoted and correctly distinguished from a commercial-use permission
pass2,humanizemy,failed_generation_charge_policy,vendor_silence,CONFIRMED,,"four named documents, none stating allowance treatment on failure"
pass2,humanizemy,free_plan_watermark,vendor_silence,CONFIRMED,,four documents checked; not_applicable rejected with a stated reason
pass2,humanizemy,watermark_removal_tier,vendor_silence,CONFIRMED,,no tier mention anywhere; the codebook's silent-table rule cited
