product_id,variable,value,unknown_kind,attribution_decided_by,source,evidence,row_provenance
10web,free_plan_duration,perpetual,,,https://help.10web.io/hc/en-us/articles/360021420139-Get-Started-for-Free-on-10Web,"DISPUTED, resolved by rule. This variable's own decision rule, not merely its value-table wording, is the operative test: 'A plan the pricing page presents as a standing tier alongside paid tiers, with no expiry stated anywhere in the documents, is perpetual.' That is a deliberate, variable-specific exception to the instrument's general silence-equals-unknown default (parallel to usage_cap_quantified rule 3's unlimited carve-out), and it is satisfied here: the pricing page frames free access as a standing, ongoing entry point ('Start free. Scale with every site.'; every plan card's own CTA is 'Get started for free', not a time-boxed promo), and no document -- across either pass's full-text search of the entire help-center corpus -- states an expiry, countdown, or end date for the base free-generation capability. The one document that describes deletion, 'What Happens if I Fail to Upgrade My Plan Before the Free Trial Ends', is titled and worded entirely around the separate, card-gated 7-day Pro TRIAL ('If you don't upgrade before the free trial ends, your website will be deleted after the trial expires') -- domain 4's construct, not the base free plan a user who never starts a trial occupies. Pass 2's own coder_note already draws this same distinction ('describes deletion tied to trial usage specifically, not to the never-trialed free path') but then still coded unknown, applying the instrument's general default rather than this variable's own stated silence-plus-standing-tier exception. Re-verified live by this adjudicator 2026-08-16: source content unchanged. Prior values: pass 1 = perpetual; pass 2 = unknown.",adjudicated
10web,trial_exists,yes,,,https://10web.io/legal/terms-of-service/,AGREED by both passes. ToS REFUND section: '1. Free 7-Day Trial: We provide a 7-day free trial* to help you evaluate our services without any charges.',adjudicated
10web,trial_card_required,yes,,,https://help.10web.io/hc/en-us/articles/360021420139-Get-Started-for-Free-on-10Web,"AGREED by both passes. 'To unlock full editing capabilities, start a 7-day free trial of the Pro version by attaching your credit card.'",adjudicated
10web,trial_length_days,7,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. 'We provide a 7-day free trial', stated identically across ToS, the dedicated Refund Policy article, and two other help-center articles.",adjudicated
10web,trial_auto_converts,conflicting,,,https://help.10web.io/hc/en-us/articles/6136064762770-Why-Have-I-Been-Charged,"AGREED by both passes -- genuinely two (in fact three) equal-authority help-center articles in conflict, per this study's own scope note for this construct. FOR auto-charge: 'Why Have I Been Charged?' ('automatically upgrades to a paid subscription unless cancelled') and 'How to Upgrade to 10Web Pro Plans' ('you will be charged for the chosen platform plan'); also ToS ('your trial will end immediately and you will be upgraded to the paid plan'). AGAINST (deletion, not a charge): 'What Happens if I Fail to Upgrade My Plan Before the Free Trial Ends' ('your website will be deleted after the trial expires'). All docs/help-center class, equal rank; the source hierarchy does not resolve which governs. This is exactly the case where two rank-1 (equal-authority) sources genuinely disagree and conflicting is the designed value, not a failure to choose -- confirmed rather than re-litigated by this adjudicator.",adjudicated
10web,credit_system_present,yes,,,https://help.10web.io/hc/en-us/articles/22592225897490-AI-Starter-Plan,AGREED by both passes. 'The AI Starter plan includes 100 AI credits per month.' Also shown on the pricing page itself ('AI Credits: 100/mo').,adjudicated
10web,credit_unit_defined,yes,,,https://help.10web.io/hc/en-us/articles/36411956830738-10Web-AI-Editor,AGREED by both passes. 'Each AI request costs 1 credit' ties the credit unit to a recognizable action.,adjudicated
10web,credit_to_output_rate_published,partial,,,https://help.10web.io/hc/en-us/articles/36411956830738-10Web-AI-Editor,"AGREED by both passes. 'Each AI request costs 1 credit' is stated specifically for AI-chat editing requests inside the post-generation editor; no document states the credit cost of the initial website-GENERATION action (the principal output), and the same doc's 'Regenerate website' action is described with no credit cost at all.",adjudicated
10web,credit_rate_location,docs_help_center,,,https://help.10web.io/hc/en-us/articles/36411956830738-10Web-AI-Editor,"AGREED by both passes. The '1 credit = 1 AI request' rate appears only in the AI Editor help article; the pricing page states only the monthly credit allowance, never the per-action rate.",adjudicated
10web,cost_per_output_unit,other,,,https://10web.io/pricing-platform/,"AGREED by both passes. The pricing page frames and prices the product primarily by number of websites (1/2/4 across tiers), with a per-website unit figure on each card ('$10 per website'). No enumerated codebook unit matches; coded other, named 'per_website'.",adjudicated
10web,cost_per_output_computable,yes,,,https://10web.io/pricing-platform/,"AGREED by both passes. Entry-tier price ($10.00/mo) and website allowance (1 website) are both directly published, non-credit-mediated figures; the vendor's own card even states '$10 per website' directly.",adjudicated
10web,computation_assumptions,"AI Starter (entry tier), default display state (Business tab / Annually toggle): $10.00/mo includes 1 website, both already on a monthly basis so no period conversion is needed. 10.00 / 1 = 10.00 per website per month, matching the vendor's own card text '$10 per website'. First charge $120.00/yr is the vendor's own stated annual total ('Get 12 months for $120'), not a coder multiplication (it happens to equal 10 x 12). AI Credits (100/mo) are a separate, secondary in-product resource, not the unit this computation uses.",,,https://10web.io/pricing-platform/,"PROSE, not a measurement (disagreements.py tag) -- not adjudicated as a disagreement. Both passes independently reached the identical arithmetic (10.00/1=10.00 per website/month) from the same entry-tier price and website allowance; this is a light synthesis of both passes' wording, not a reconciliation of conflicting figures.",adjudicated
10web,credit_rollover_policy,unknown,vendor_silence,pattern,https://help.10web.io/hc/en-us/articles/36411956830738-10Web-AI-Editor,"AGREED by both passes. No document among those read states whether unused AI Credits roll over, expire, or cap-and-expire; both passes searched the help center directly for rollover/expire language near 'credit' and found nothing.",adjudicated
10web,failed_generation_charge_policy,unknown,vendor_silence,pattern,https://help.10web.io/hc/en-us/articles/36411956830738-10Web-AI-Editor,AGREED by both passes. No document states whether a failed or errored AI request still consumes its 1 credit.,adjudicated
10web,auto_renewal_default,on,,,https://10web.io/legal/terms-of-service/,AGREED by both passes. ToS SUBSCRIPTION section: 'Subscription fees are charged/automatically renewed at the beginning of each billing cycle without notifications to you.',adjudicated
10web,auto_renewal_disclosure_location,multiple,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. Stated in the ToS (terms class) AND in at least two Zendesk help-center articles ('Why Have I Been Charged?', 'Canceling, Downgrading, or Changing 10Web Subscriptions') -- agreement across two document classes, not found on the pricing page itself.",adjudicated
10web,renewal_notice_commitment,no_notice_stated,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. ToS: 'automatically renewed at the beginning of each billing cycle without notifications to you' governs ongoing renewals. Two narrower, different-purpose notices exist (72-hour notice for fee-AMOUNT changes; 24-hour notice before the FIRST charge/trial conversion) and do not extend to ordinary per-renewal notice; both passes recorded this distinction in coder_note rather than treating it as a conflict.",adjudicated
10web,refund_policy_exists,no_refunds_stated,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. ToS REFUND section: 'At 10Web we do not offer refunds for Platform subscriptions. All payments are final.' ToS ranks first for this contractual variable per protocol 6.2. Conflicts with the pricing page's '30-day money back guarantee' badge and the coupons page's restatement of it; per this study's scope note for this construct, protocol 6.2's authority hierarchy for contractual variables governs over which claim is more prominent, and the hierarchy resolves cleanly to the ToS/dedicated-refund-page position -- see conflict_note.",adjudicated
10web,refund_window_days,0,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. No refunds are given per the governing (rank-1) sources, coded 0 per the variable's own 'or 0 where no refunds are given' option.",adjudicated
10web,refund_conditions,not_applicable,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. No refund is available under the governing sources, so no qualifying-conditions construct applies.",adjudicated
10web,cancellation_self_serve,self_serve_documented,,,https://help.10web.io/hc/en-us/articles/360027492652-How-Can-I-Cancel-My-10Web-Subscription,"AGREED by both passes. Complete self-serve procedure documented entirely within the dashboard/account settings; both passes note a ToS carve-out ('In some cases... we may ask You to contact us to cancel') but treat it as a documented caveat on the general self-serve rule, not a second equal-authority source stating a different rule.",adjudicated
10web,refund_policy_location,multiple,,,https://10web.io/legal/terms-of-service/ | https://help.10web.io/hc/en-us/articles/360027773851-10Web-s-Refund-Policy,"DISPUTED, resolved by rule -- and reached a value neither pass's own REASONING supports, though it matches pass 1's coded value. This variable's decision rule is explicit: 'multiple is for agreement across two or more classes.' Pass 2 correctly identified that test (rejecting pass 1's broader 'any class that mentions refunds counts, agreeing or not' reading, under which the conflicting pricing-page/coupons claims would wrongly count as additional locations) but applied it to an incomplete source set: pass 2's sources never include 10Web's dedicated 'Refund Policy' Zendesk article (360027773851), a page solely about refunds -- tied at rank 1 with the ToS for contractual variables under protocol 6.2 -- which independently states '10Web does not offer refunds', the SAME governing position as the ToS REFUND section, quoted in pass 1's own record and re-verified unchanged by this adjudicator live on 2026-08-16. Two different, equal-rank classes (terms and dedicated_refund_page) therefore DO agree with each other on the governing position, which is exactly what 'agreement across two or more classes' requires. The pricing page and the coupons page state a DIFFERENT, conflicting, lower-rank position (30-day money back) and correctly do not count as agreeing classes under pass 2's own (correct) test -- they remain in conflict_note per protocol 6.2's instruction to report a marketing/contract gap even where the hierarchy settles the coded value. Prior values: pass 1 = multiple (right value, wrong test -- counted disagreeing classes too); pass 2 = terms (right test, incomplete source coverage -- never located the dedicated refund-policy article).",adjudicated
10web,commercial_use_lowest_tier,unknown,vendor_silence,pattern,https://10web.io/legal/terms-of-service/,"DISPUTED, resolved by rule. This variable's definition asks specifically whether documents grant 'the right to use outputs commercially' -- a construct the codebook keeps distinct from output_ownership_statement ('what the documents say about who holds rights in generated outputs', agreed by both passes as user_owns from the same clause). The word 'commercial' does not appear anywhere in 10Web's ToS, its Prohibited Use Policy, its pricing page, or (per a full-text search of the entire ~836-article help-center corpus, run by pass 1 and re-confirmed by this adjudicator) any help-center article, in the sense of a commercial-use permission or restriction -- pass 1's own evidence field says as much ('No separate ""commercial use"" restriction... was found anywhere; full-text search for ""commercial""... returned no tier-gating result'). The only clause either pass found is the general ownership disclaimer: 'if you choose to use, publish or display an Output in any manner, it shall be considered Your Content. 10Web does not claim any ownership in the Output...' -- 'in any manner' modifies HOW the output is used (published, displayed, modified), not FOR WHAT PURPOSE (personal versus commercial/business), and the clause never addresses purpose or context of use at all. Pass 1 coded free by inferring a commercial-use grant from this ownership-only clause, despite its own evidence field documenting that no commercial-specific language exists -- exactly the kind of inference the codebook's separate E1/E3 variables are built to avoid collapsing into each other. Re-verified live 2026-08-16: ToS content unchanged, still no occurrence of 'commercial'. Codebook 2.1 step 2 fails (no document states a determinate value for THIS construct); step 4 applies: unknown. Prior values: pass 1 = free; pass 2 = unknown.",adjudicated
10web,watermark_removal_tier,unknown,vendor_silence,pattern,https://10web.io/legal/terms-of-service/,"AGREED by both passes. No document states whether any tier's generated websites carry, or are free of, 10Web branding. Principal output could plainly carry such branding, so not_applicable does not fit; documented silence codes unknown.",adjudicated
10web,output_ownership_statement,user_owns,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. ToS 10WEB AI Builder Service section: '10Web does not claim any ownership in the Output, so long as the Output does not contain 10Web intellectual property.' Content section: 'You retain all the rights to Your Content or intellectual property.' No tier- or subscription-status-dependent qualifier found; the 'so long as...' clause is a standard carve-out excluding 10Web's own platform IP, not a conditional-use trigger of the kind `conditional` is defined for.",adjudicated
10web,usage_cap_quantified,all_caps_quantified,,,https://help.10web.io/hc/en-us/articles/22592225897490-AI-Starter-Plan,"AGREED by both passes. Every limit documented for the entry tier (AI Starter) carries a number and dimension, with a period where it is a rate: 1 website (standing), 10,000 visitors/month + quantified overage (rate), 10GB storage + quantified overage (standing), 100 AI credits/month (rate). No unquantified or bare-word limit found for this tier.",adjudicated
10web,unquantified_limit_clause,absent,,,https://10web.io/legal/terms-of-service/,"AGREED by both passes. ToS and the Prohibited Use Policy (incorporated by reference) were both read in full end to end by both passes. No fair-use/reasonable-use/excessive-use discretionary clause conditioning ordinary usage volume was found; the PUP's 'excessive API requests, brute-force attacks' language sits under network-abuse/security prohibitions (conduct, not a volume throttle on legitimate use), and the visitor/storage overage system is explicitly automated and quantified ($2 per unit), not discretionary.",adjudicated
adobe-express,headline_price_usd,10.99,,,https://www.adobe.com/express/pricing?country=us,"Acrobat Express card: ""US$10.99/mo"", confirmed in raw DOM price-node structure (not a superscript-cents misread). Agreed by both passes.",adjudicated
adobe-express,headline_billing_basis,per_month_billed_monthly,,,https://www.adobe.com/express/pricing?country=us,"""No annual commitment, billed monthly."" No monthly/annual toggle for the Individuals segment. Agreed by both passes.",adjudicated
adobe-express,first_charge_amount_usd,10.99,,,https://www.adobe.com/express/pricing?country=us,"Default state is monthly, no annual option; first charge equals the published monthly figure, no annualization performed. Agreed by both passes.",adjudicated
adobe-express,mandatory_addon_present,no,,,https://www.adobe.com/express/pricing?country=us,"Full feature list presented as included in the $10.99/mo price; no separate required charge in the pricing page, Subscription and Cancellation Terms, General Terms of Use, or either Product Specific Terms document. Agreed by both passes.",adjudicated
adobe-express,annual_condition_disclosure,not_applicable,,,https://www.adobe.com/express/pricing?country=us,The entry tier has no annual billing option at all. Agreed by both passes.,adjudicated
adobe-express,annual_default_toggle,no_toggle,,,https://www.adobe.com/express/pricing?country=us,One billing period only (monthly); no monthly/annual switch rendered for this tier. Agreed by both passes.,adjudicated
adobe-express,free_plan_exists,yes,,,https://www.adobe.com/express/pricing?country=us,"""Adobe Express Free — US$0.00 — Free to use. No credit card required."" Agreed by both passes, corroborated by the dedicated helpx Adobe Express Free-plan page.",adjudicated
adobe-express,free_plan_cap_documented,some_quantified,,,https://www.adobe.com/express/pricing?country=us,"Quantified: 5GB storage, 10 days version history, 1 account per social network, 5 lifetime Generate-Presentations uses, 2 lifetime 5-second-video generations, 10 PDF Quick Actions/month. Not quantified: 'Free daily generations' (image/text-effect/template generation, insert & remove objects) carries no figure. Agreed by both passes.",adjudicated
adobe-express,free_plan_cap_value,5GB storage | 10 days version history | 1 account per social network | 5 lifetime generate-presentation uses | 2 lifetime 5-second-video generations | 10 PDF Quick Actions per month,,,https://www.adobe.com/express/pricing,"ADJUDICATED — disagreement resolved by verifying the cited capture (protocol 6.4; no value may be coded from a page not snapshotted the same day). Pass 1 transcribed six quantified free-tier caps verbatim from an explicit, line-by-line Free|Paid comparison-table capture dated 2026-08-06 (pricing-page-individuals-2026-08-06.txt, lines 31-41). Pass 2 carried the same six items plus a seventh, ""up to 30 min video length,"" cited to the same table's Free column on 2026-08-14. That seventh figure — and a related ""Up to 2 hours long"" video figure pass 2 cites separately, in usage_cap_quantified's evidence, for the paid tier — do not appear anywhere in EITHER of pass 2's own saved local captures of that URL (grepped exhaustively across every file in pass2/adobe-express-sources/: no hit for ""30 min"", ""2 hour"", ""video length"" or ""video duration""). The adjudicator independently attempted to re-render the live, script-injected pricing page today (2026-08-16, via WebFetch and via curl against the page and its pricing-table fragment endpoint) and hit the same JS-rendering barrier the coders' own tooling notes (protocol section 9, limitation 8): neither confirms nor rules out a current video-length row, which is exactly the situation in which an unlocated quotation is treated as unsupported rather than resolved in its favour. Adjudicated value carries the six items both passes' verified evidence actually supports; the uncited seventh item is dropped. ",adjudicated
adobe-express,free_plan_watermark,unknown,vendor_silence,hand,https://www.adobe.com/express/pricing?country=us,"No 'watermark' row or statement in the pricing-page feature grid, General Terms of Use, Subscription and Cancellation Terms, either Product Specific Terms document, generative-credits FAQ, or the Express Free-plan help page. Agreed by both passes. Both passes also independently distinguish this from the Content-Credentials/provenance-metadata clause in the Generative AI Product Specific Terms, which is invisible AI-provenance metadata, not a tier-differentiated visible watermark statement.",adjudicated
adobe-express,free_plan_duration,perpetual,,,https://www.adobe.com/express/pricing?country=us,"Presented as a standing plan alongside the paid tier, no expiry stated anywhere in the documents reviewed. Agreed by both passes.",adjudicated
adobe-express,trial_exists,yes,,,https://www.adobe.com/express/pricing?country=us,"Entry tier's call to action: ""Start 7-day free trial"", distinct from the separate $0 Free plan. Agreed by both passes.",adjudicated
adobe-express,trial_card_required,unknown,vendor_silence,pattern,https://www.adobe.com/express/pricing?country=us,"No document read (pricing page, Subscription and Cancellation Terms, General Terms of Use, either Product Specific Terms document, generative-credits FAQ) states whether a card is required to start the trial. The auto-charge-at-trial-end footnote implies a stored payment method, but implication is not a statement (codebook trial_card_required rule 3 / worked example). Agreed by both passes. Kind: vendor silence -- the documents that would settle this were all located and read; none states a position either way.",adjudicated
adobe-express,trial_length_days,7,,,https://www.adobe.com/express/pricing?country=us,"Entry tier (""Acrobat Express"", US/USD state) CTA: ""Start 7-day free trial."" NOT a disputed value -- both passes independently coded 7 (disagreements.py confirms no disagreement on this variable). See coder_note for the adjudicator's section 7.4.2 determination on the related geography display-variant register event: it does not qualify as variant_explained because no cross-pass disagreement exists for that classification to attach to. ",adjudicated
adobe-express,trial_auto_converts,yes,,,https://www.adobe.com/express/pricing?country=us,"""Billing begins when free trial ends... Subscription automatically renews until you cancel."" Agreed by both passes.",adjudicated
adobe-express,credit_system_present,yes,,,https://helpx.adobe.com/firefly/using/generative-credits-faq.html,"Generative credits are an intermediate currency converting into outputs (""1 credit per generation"" for standard features, itemized rates for premium ones); 250 credits/month included on the entry tier. Agreed by both passes.",adjudicated
adobe-express,credit_unit_defined,yes,,,https://helpx.adobe.com/firefly/using/generative-credits-faq.html,"Multiple explicit conversions published (""1 credit per generation"" for standard features; itemized rates e.g. ""Firefly Image 4 Ultra: 20 credits per generation"", ""Generate Video, 1080p/24fps: 100 credits per second""). Agreed by both passes.",adjudicated
adobe-express,credit_to_output_rate_published,yes,,,https://helpx.adobe.com/firefly/using/generative-credits-faq.html,"ADJUDICATED, and flagged as a codebook gap rather than a coder error on either side. cost_per_output_unit = per_seat_month is agreed by both passes (Adobe Express is sold as unmetered per-seat access, not a single countable artifact -- cost_per_output_unit rule 2). Pass 1 read credit_to_output_rate_published's own ""principal output"" language (rule 1) as inheriting that same per_seat_month answer, mechanically concluding partial under rule 4 (""rates published for secondary features but not the principal output"") since a seat-month structurally cannot itself carry a credit rate -- a careful, textually-grounded reading pass 1 explicitly flagged in its own coder_note for adjudication. Pass 2 read it as yes: Adobe's generative-credits FAQ publishes a general baseline rate (1 credit per generation, standard features) plus an itemized table for every premium/video/ audio output type the credit system touches, plus an explicit list of which Express features are credit-free -- leaving no rate withheld anywhere within the credit system's own scope. Adjudicator finds for pass 2's outcome, on two grounds: (1) the codebook's only worked example of `partial` under this rule (credit_unit_defined's Vendor J2) is a product whose principal output IS itself a discrete creditable artifact (video) that simply lacks a published rate; nothing in the codebook addresses a per_seat_month product -- whose own rule exists precisely to say it has NO discrete creditable principal output -- running a fully-disclosed secondary credit layer, and no dagger/impossible-pair/matrix note anywhere in this instrument names ""partial, always, for every per_seat_month product with credits"" as an intended state the way every other structurally-forced outcome in this study is explicitly flagged and argued (A3, B1, B3). (2) Read within the scope the variable's own definition asks about (""published for the product's outputs""), Adobe's disclosure is exhaustive -- a general rate, a complete itemized table, and an explicit free-feature list -- matching the `yes` row's own test (""rates are published for... the other output types the plan advertises"") with nothing held back. This is a genuine instrument gap: credit_to_output_rate_published's principal-output test does not anticipate cost_per_output_unit = per_seat_month, and a future codebook version should name this interaction explicitly, parallel to how the A3 and B1 matrices name their own unreachable pairs. ",adjudicated
adobe-express,credit_rate_location,docs_help_center,,,https://helpx.adobe.com/firefly/using/generative-credits-faq.html,"Per-output credit rates appear only on this Adobe Help Center page; the pricing page states only the total monthly allowance, and the Subscription and Cancellation Terms / Generative AI Product Specific Terms both link out to this same FAQ rather than stating figures inline. Agreed by both passes.",adjudicated
adobe-express,cost_per_output_unit,per_seat_month,,,https://www.adobe.com/express/pricing?country=us,"Adobe Express is sold as per-seat access to a general design/content/PDF tool, not a single countable artifact type (cost_per_output_unit rule 2). Agreed by both passes.",adjudicated
adobe-express,cost_per_output_computable,yes,,,https://www.adobe.com/express/pricing?country=us,"Unit is per_seat_month, so the published entry-tier price directly is the cost per unit; no further figures or assumptions needed. Agreed by both passes. See computation_assumptions.",adjudicated
adobe-express,computation_assumptions,"Acrobat Express (entry tier), US/USD default-selector state: $10.99/mo billed monthly, 1 seat. Principal-output unit = per_seat_month (unmetered suite access, not a single countable artifact). Price and allowance already share the monthly period, so no conversion is needed under rule 3: cost per seat-month = 10.99 / 1 seat / 1 month = 10.99.",,,https://www.adobe.com/express/pricing?country=us,"not_applicable (coder arithmetic field, not a vendor statement). Both passes' arithmetic agrees; this is the PROSE field disagreements.py lists as not a measurement (free-text wording differs, no figure differs). Pass 1 stored this at the top level rather than nested in variables{}, a template-shape drift also seen across other pass-1 records (D-010); the adjudicated record follows record-template.yaml and nests it here.",adjudicated
adobe-express,credit_rollover_policy,expires_at_period_end,,,https://www.adobe.com/legal/subscription-terms.html,"""Unused generative credits do not rollover"" -- stated identically in the Subscription and Cancellation Terms and the generative-credits FAQ, and corroborated a third time in the Generative AI Product Specific Terms section 5 (""expire on a monthly cadence... do not rollover""). Agreed by both passes.",adjudicated
adobe-express,failed_generation_charge_policy,unknown,vendor_silence,pattern,https://helpx.adobe.com/firefly/using/generative-credits-faq.html,"Not addressed in the Subscription and Cancellation Terms, General Terms of Use, either Product Specific Terms document, or the generative-credits FAQ. The FAQ addresses normal consumption and a queue-limit error but not generation failure specifically. Agreed by both passes. Kind: vendor silence -- all relevant documents were located and read.",adjudicated
adobe-express,auto_renewal_default,on,,,https://www.adobe.com/legal/subscription-terms.html,"""Your subscription will automatically renew each month without notice until you cancel."" Corroborated by the pricing-page footnote. Agreed by both passes.",adjudicated
adobe-express,auto_renewal_disclosure_location,multiple,,,https://www.adobe.com/legal/subscription-terms.html,Stated on the pricing page itself and in the dedicated Subscription and Cancellation Terms. Agreed by both passes.,adjudicated
adobe-express,renewal_notice_commitment,no_notice_stated,,,https://www.adobe.com/legal/subscription-terms.html,"Renewal at the existing rate is explicitly ""without notice""; the only notice commitment is narrower, for a RATE CHANGE specifically, which does not meet the advance-notice-of-renewal bar. Agreed by both passes.",adjudicated
adobe-express,refund_policy_exists,yes,,,https://www.adobe.com/legal/subscription-terms.html,"""If you cancel within 14 days of your initial order, you'll be fully refunded."" Agreed by both passes.",adjudicated
adobe-express,refund_window_days,14,,,https://www.adobe.com/legal/subscription-terms.html,"""If you cancel within 14 days of your initial order, you'll be fully refunded."" Agreed by both passes.",adjudicated
adobe-express,refund_conditions,unconditional,,,https://www.adobe.com/legal/subscription-terms.html,"No condition beyond timing -- no usage threshold, stated reason, or approval step. Agreed by both passes.",adjudicated
adobe-express,cancellation_self_serve,self_serve_documented,,,https://www.adobe.com/legal/subscription-terms.html,"""You can cancel your subscription anytime via your Adobe Account or by contacting Customer Support."" Self-serve via account settings explicitly documented. Agreed by both passes.",adjudicated
